,prediction,test
814,[39745.3046875],[32032.0]
815,[26972.888671875],[21798.0]
816,[23376.20703125],[43963.0]
817,[20975.12109375],[26000.0]
818,[17448.681640625],[29405.0]
819,[41056.8046875],[14703.0]
820,[16325.1513671875],[36763.0]
821,[31411.869140625],[35738.0]
822,[29454.427734375],[44000.0]
823,[39998.6328125],[1000.0]
824,[4428.45166015625],[16263.0]
825,[7712.5361328125],[15407.0]
826,[30820.533203125],[19557.0]
827,[29743.79296875],[22771.0]
828,[11521.5927734375],[25478.0]
829,[34043.59375],[28501.0]
830,[15583.91796875],[18830.0]
831,[16871.98828125],[22015.0]
832,[36775.7734375],[21426.0]
833,[35316.609375],[36500.0]
834,[23224.384765625],[32225.0]
835,[4959.43798828125],[47377.0]
836,[6726.38330078125],[26477.0]
837,[26600.533203125],[40471.0]
838,[4700.76806640625],[11350.0]
839,[4389.8896484375],[36852.0]
840,[9981.0517578125],[25969.0]
841,[18402.322265625],[27600.0]
842,[29761.03125],[24313.0]
843,[22762.099609375],[1999.0]
844,[16609.701171875],[45000.0]
845,[42016.34375],[21187.0]
846,[3665.290283203125],[34888.0]
847,[24091.744140625],[2670.0]
848,[5655.18798828125],[12471.0]
849,[25464.841796875],[41655.0]
850,[31613.951171875],[45050.0]
851,[25350.056640625],[29728.0]
852,[20362.98828125],[29500.0]
853,[29752.716796875],[11999.0]
854,[17975.607421875],[21724.0]
855,[18346.3125],[2500.0]
856,[3475.1748046875],[20999.0]
857,[23792.642578125],[20757.0]
858,[15743.8388671875],[20529.0]
859,[26935.744140625],[45050.0]
860,[30360.96484375],[31196.0]
861,[16065.4521484375],[4500.0]
862,[785.4223022460938],[13800.0]
863,[31918.76171875],[38470.0]
864,[25057.537109375],[46343.0]
865,[10885.357421875],[10999.0]
866,[40219.359375],[34000.0]
867,[4146.74267578125],[17738.0]
868,[36428.66796875],[17501.0]
869,[29225.693359375],[9555.0]
870,[6904.55810546875],[25687.0]
871,[34568.71484375],[19390.0]
872,[31922.783203125],[20423.0]
873,[14173.9951171875],[11866.0]
874,[7541.6953125],[14089.0]
875,[11042.2666015625],[11999.0]
876,[33318.265625],[26659.0]
877,[24782.162109375],[36820.0]
878,[1932.0615234375],[16483.0]
879,[3569.730224609375],[27374.0]
880,[20981.296875],[27222.0]
881,[16316.5849609375],[20101.0]
882,[24575.697265625],[38318.0]
883,[26308.693359375],[27264.0]
884,[43981.5703125],[16167.0]
885,[33051.45703125],[29722.0]
886,[20164.576171875],[22984.0]
887,[6554.4560546875],[16000.0]
888,[11909.8076171875],[21539.0]
889,[4507.5224609375],[25500.0]
890,[17284.302734375],[17540.0]
891,[31901.685546875],[11979.0]
892,[4313.6943359375],[37785.0]
893,[21683.68359375],[41656.0]
894,[30202.646484375],[15000.0]
895,[14750.388671875],[30525.0]
896,[48400.890625],[23529.0]
897,[19035.962890625],[32663.0]
898,[21553.806640625],[36405.0]
899,[27978.791015625],[45166.0]
900,[12252.96875],[21922.0]
901,[35873.765625],[18000.0]
902,[1900.543701171875],[18043.0]
903,[13719.5791015625],[19786.0]
904,[3598.64697265625],[4684.0]
905,[401.48504638671875],[20294.0]
906,[5445.57763671875],[3000.0]
907,[39095.81640625],[22748.0]
908,[27797.439453125],[27426.0]
909,[6781.26025390625],[17393.0]
910,[13527.861328125],[31757.0]
911,[9412.9521484375],[35930.0]
912,[23046.8828125],[28434.0]
913,[16132.041015625],[33255.0]
914,[25430.44921875],[47366.0]
915,[27133.587890625],[11111.0]
916,[7523.23779296875],[10150.0]
917,[34628.64453125],[39346.0]
918,[15301.9814453125],[34637.0]
919,[29608.412109375],[12500.0]
920,[30533.486328125],[37688.0]
921,[1877.087890625],[22800.0]
922,[19295.71484375],[21271.0]
923,[10162.2158203125],[22335.0]
924,[15361.109375],[11950.0]
925,[19633.525390625],[40876.0]
926,[3272.767822265625],[29451.0]
927,[30445.716796875],[26328.0]
928,[35990.46875],[1000.0]
929,[19611.416015625],[22684.0]
930,[11446.3056640625],[15224.0]
931,[8500.5224609375],[24158.0]
932,[39619.88671875],[39659.0]
933,[1663.7752685546875],[30940.0]
934,[47874.08984375],[21114.0]
935,[6390.19677734375],[23358.0]
936,[30813.978515625],[21601.0]
937,[34581.6484375],[28000.0]
938,[3577.025146484375],[15239.0]
939,[22143.423828125],[46177.0]
940,[42401.9765625],[21150.0]
941,[26949.146484375],[35795.0]
942,[2323.54541015625],[14565.0]
943,[26003.298828125],[25972.0]
944,[3012.199951171875],[15919.0]
945,[10864.3056640625],[40450.0]
946,[23323.634765625],[17510.0]
947,[13174.0966796875],[20000.0]
948,[25052.447265625],[11999.0]
949,[13089.9814453125],[16674.0]
950,[8169.39990234375],[41179.0]
951,[7392.42236328125],[13999.0]
952,[17146.771484375],[11851.0]
953,[5958.32958984375],[20610.0]
954,[26496.521484375],[11999.0]
955,[21757.85546875],[30633.0]
956,[2575.5771484375],[20934.0]
957,[761.7349243164062],[23649.0]
958,[10318.923828125],[37400.0]
959,[35195.42578125],[22493.0]
960,[19957.7734375],[30352.0]
961,[28163.548828125],[29841.0]
962,[10918.3837890625],[13999.0]
963,[48120.0],[24288.0]
964,[8402.7060546875],[38829.0]
965,[22679.578125],[33861.0]
966,[17705.310546875],[18259.0]
967,[15920.2900390625],[39099.0]
968,[16139.5625],[35253.0]
969,[2831.901123046875],[29491.0]
970,[35388.296875],[31171.0]
971,[31264.99609375],[26390.0]
972,[12462.3798828125],[17394.0]
973,[16241.3935546875],[32734.0]
974,[8435.6953125],[2464.0]
975,[24201.427734375],[54000.0]
976,[17095.654296875],[21482.0]
977,[32538.46875],[26541.0]
978,[20608.4609375],[22336.0]
979,[20377.271484375],[21874.0]
980,[29569.568359375],[38250.0]
981,[45050.4921875],[37043.0]
982,[20675.8828125],[21258.0]
983,[43252.3359375],[30064.0]
984,[14343.0751953125],[22525.0]
985,[35852.1015625],[41900.0]
986,[25800.759765625],[2906.0]
987,[20152.1328125],[26000.0]
988,[13496.2373046875],[24414.0]
989,[11237.0078125],[26126.0]
990,[11519.5615234375],[30315.0]
991,[33446.3203125],[11999.0]
992,[26276.7890625],[59444.0]
993,[16071.2998046875],[11999.0]
994,[23530.814453125],[22900.0]
995,[32015.421875],[20170.0]
996,[10108.5302734375],[48400.0]
997,[8967.2529296875],[24780.0]
998,[37032.5859375],[36125.0]
999,[28111.390625],[26500.0]
1000,[7326.51318359375],[29708.0]
1001,[26663.90234375],[37368.0]
1002,[5112.98388671875],[38675.0]
1003,[9922.5927734375],[38114.0]
1004,[15931.4130859375],[18785.0]
1005,[43966.6953125],[3599.0]
1006,[13189.6787109375],[21463.0]
1007,[3914.298095703125],[25981.0]
1008,[12808.1044921875],[19978.0]
1009,[14474.5283203125],[39940.0]
1010,[32307.41796875],[40233.0]
1011,[4769.89501953125],[40076.0]
1012,[10471.2373046875],[31183.0]
1013,[4603.29150390625],[11648.0]
1014,[36374.6640625],[28135.0]
1015,[22116.44140625],[38343.0]
1016,[28032.099609375],[44400.0]
1017,[42245.4140625],[8500.0]
1018,[38515.8125],[29750.0]
1019,[2673.7158203125],[23907.0]
1020,[41270.10546875],[30156.0]
1021,[43756.09375],[24851.0]
1022,[24965.595703125],[20999.0]
1023,[29311.279296875],[40596.0]
1024,[5355.31005859375],[19808.0]
1025,[25948.12109375],[26912.0]
1026,[9765.095703125],[26983.0]
1027,[23902.169921875],[34983.0]
1028,[31163.576171875],[30647.0]
1029,[38766.36328125],[32671.0]
1030,[18727.65625],[37539.0]
1031,[6782.26708984375],[24289.0]
1032,[39359.0625],[49320.0]
1033,[26450.150390625],[27392.0]
1034,[15715.4287109375],[25277.0]
1035,[20840.890625],[42507.0]
1036,[33217.87109375],[25313.0]
1037,[29079.494140625],[27223.0]
1038,[32922.02734375],[12483.0]
1039,[27142.076171875],[42000.0]
1040,[10108.5947265625],[44400.0]
1041,[7178.66162109375],[28209.0]
1042,[36724.83984375],[1197.0]
1043,[30707.62890625],[21508.0]
1044,[37236.40625],[22015.0]
1045,[12516.1953125],[21505.0]
1046,[27492.904296875],[33471.0]
1047,[30136.9375],[21404.0]
1048,[5229.79052734375],[12000.0]
1049,[24394.255859375],[17188.0]
1050,[3033.438232421875],[43168.0]
1051,[13292.5009765625],[26265.0]
1052,[31477.1640625],[32352.0]
1053,[26977.732421875],[33324.0]
1054,[13052.5673828125],[31022.0]
1055,[2788.552001953125],[6000.0]
1056,[3741.398681640625],[32458.0]
1057,[37814.5390625],[31970.0]
1058,[35211.03125],[21374.0]
1059,[23009.837890625],[52777.0]
1060,[21764.173828125],[23888.0]
1061,[474.9126892089844],[19941.0]
1062,[4529.65478515625],[24023.0]
1063,[26737.783203125],[6495.0]
1064,[45796.7421875],[11999.0]
1065,[8988.9619140625],[44557.0]
1066,[31227.234375],[41992.0]
1067,[30197.41796875],[24021.0]
1068,[6624.05712890625],[18005.0]
1069,[18082.6953125],[20999.0]
1070,[7114.31689453125],[33224.0]
1071,[27725.99609375],[13999.0]
1072,[19829.92578125],[25052.0]
1073,[21017.9765625],[20476.0]
1074,[5397.43798828125],[32300.0]
1075,[31731.75],[42500.0]
1076,[16642.029296875],[10000.0]
1077,[8661.5322265625],[6250.0]
1078,[27135.255859375],[20315.0]
1079,[16317.6806640625],[63533.0]
1080,[21749.298828125],[18732.0]
1081,[19377.517578125],[10730.0]
1082,[29260.861328125],[39974.0]
1083,[25476.818359375],[38150.0]
1084,[34546.5078125],[21253.0]
1085,[24420.416015625],[30940.0]
1086,[37782.078125],[28692.0]
1087,[45785.63671875],[37409.0]
1088,[38538.078125],[36563.0]
1089,[28259.615234375],[11999.0]
1090,[26700.041015625],[39034.0]
1091,[33347.8359375],[26469.0]
1092,[2466.9482421875],[41860.0]
1093,[19054.634765625],[14790.0]
1094,[9564.1181640625],[23000.0]
1095,[41941.14453125],[3997.0]
1096,[22122.958984375],[19500.0]
1097,[15768.685546875],[26406.0]
1098,[30961.75390625],[34620.0]
1099,[27173.572265625],[35555.0]
1100,[36422.4140625],[43900.0]
1101,[11322.2705078125],[41000.0]
1102,[22125.822265625],[25267.0]
1103,[43711.28125],[33140.0]
1104,[31642.791015625],[23266.0]
1105,[19497.708984375],[37527.0]
1106,[19083.654296875],[19160.0]
1107,[29876.96484375],[11659.0]
1108,[13295.2744140625],[24498.0]
1109,[21543.748046875],[55000.0]
1110,[29559.873046875],[29550.0]
1111,[37211.765625],[29644.0]
1112,[17127.451171875],[36850.0]
1113,[18849.51953125],[25775.0]
1114,[35066.35546875],[30607.0]
1115,[25731.501953125],[56666.0]
1116,[19861.345703125],[20721.0]
1117,[38109.5234375],[23690.0]
1118,[38085.6015625],[38284.0]
1119,[34519.6015625],[21867.0]
1120,[1394.55908203125],[31705.0]
1121,[21090.9765625],[29669.0]
1122,[22757.091796875],[17367.0]
1123,[34414.9140625],[10999.0]
1124,[13649.525390625],[39151.0]
1125,[36471.84375],[33846.0]
1126,[29346.759765625],[41898.0]
1127,[29671.37890625],[34405.0]
1128,[7946.16650390625],[21101.0]
1129,[42654.44140625],[22995.0]
1130,[34066.0234375],[27596.0]
1131,[28520.1953125],[20094.0]
1132,[17037.134765625],[29796.0]
1133,[18531.638671875],[26824.0]
1134,[1843.155029296875],[15929.0]
1135,[13164.4775390625],[13951.0]
1136,[16288.5341796875],[40466.0]
1137,[19551.5546875],[29033.0]
1138,[13831.4521484375],[9113.0]
1139,[7016.5361328125],[18871.0]
1140,[38897.82421875],[26290.0]
1141,[36242.4609375],[19839.0]
1142,[3772.412353515625],[18450.0]
1143,[17143.052734375],[48594.0]
1144,[2334.569091796875],[29370.0]
1145,[2723.776611328125],[8377.0]
1146,[6517.71435546875],[36787.0]
1147,[6267.267578125],[20622.0]
1148,[40490.55859375],[34495.0]
1149,[31989.859375],[1959.0]
1150,[9100.478515625],[30869.0]
1151,[10949.427734375],[23919.0]
1152,[13158.0654296875],[25823.0]
1153,[24441.064453125],[25900.0]
1154,[38001.5234375],[33715.0]
1155,[34695.7109375],[34362.0]
1156,[26389.345703125],[11750.0]
1157,[11683.373046875],[23000.0]
1158,[40533.87890625],[25088.0]
1159,[5412.4716796875],[29608.0]
1160,[40011.54296875],[39683.0]
1161,[13737.212890625],[26575.0]
1162,[7891.275390625],[18828.0]
1163,[6926.98583984375],[26154.0]
1164,[14665.9697265625],[30505.0]
1165,[10769.5341796875],[19995.0]
1166,[6497.00927734375],[28636.0]
1167,[35903.95703125],[10999.0]
1168,[16741.525390625],[37585.0]
1169,[20595.720703125],[31092.0]
1170,[19536.48828125],[41859.0]
1171,[4622.87939453125],[34444.0]
1172,[43364.94140625],[37481.0]
1173,[26821.4609375],[6555.0]
1174,[29977.783203125],[42806.0]
1175,[18907.193359375],[40687.0]
1176,[27872.052734375],[22900.0]
1177,[9280.0576171875],[26000.0]
1178,[28220.2421875],[12955.0]
1179,[12200.2626953125],[23414.0]
1180,[15206.8642578125],[23000.0]
1181,[6228.78955078125],[21996.0]
1182,[5901.93603515625],[24295.0]
1183,[16670.669921875],[14741.0]
1184,[28775.966796875],[41939.0]
1185,[26088.51171875],[41120.0]
1186,[30948.306640625],[12764.0]
1187,[40813.38671875],[29900.0]
1188,[33761.14453125],[3700.0]
1189,[13262.5107421875],[38210.0]
1190,[5563.580078125],[24874.0]
1191,[4230.54150390625],[27587.0]
1192,[278.6655578613281],[8057.0]
1193,[29099.740234375],[18805.0]
1194,[21119.107421875],[24035.0]
1195,[33331.76953125],[27609.0]
1196,[14962.1474609375],[30958.0]
1197,[6483.4267578125],[34792.0]
1198,[26216.587890625],[18625.0]
1199,[15779.0732421875],[39444.0]
1200,[30108.037109375],[13014.0]
1201,[33461.4296875],[40609.0]
1202,[31241.271484375],[24735.0]
1203,[24604.380859375],[22404.0]
1204,[6366.08056640625],[28656.0]
1205,[32569.830078125],[47500.0]
1206,[32510.037109375],[23800.0]
1207,[16032.1416015625],[19269.0]
1208,[7576.435546875],[14000.0]
1209,[16387.564453125],[36042.0]
1210,[23754.63671875],[19305.0]
1211,[39780.79296875],[24727.0]
1212,[17570.029296875],[28394.0]
1213,[6675.7724609375],[24500.0]
1214,[27768.466796875],[41900.0]
1215,[31090.314453125],[47261.0]
1216,[26645.294921875],[36463.0]
1217,[15338.7587890625],[29482.0]
1218,[43075.09375],[36869.0]
1219,[39450.4296875],[43150.0]
1220,[9895.8720703125],[36176.0]
1221,[35148.703125],[40118.0]
1222,[23278.962890625],[29055.0]
1223,[22634.640625],[15484.0]
1224,[25491.865234375],[8954.0]
1225,[1646.859130859375],[37000.0]
1226,[16055.916015625],[42500.0]
1227,[11604.6904296875],[28608.0]
1228,[51489.3828125],[37055.0]
1229,[12051.9384765625],[17232.0]
1230,[10154.2529296875],[27965.0]
1231,[31387.25390625],[21168.0]
1232,[10846.033203125],[40672.0]
1233,[23466.1640625],[23466.0]
1234,[42442.0625],[13861.0]
1235,[36993.7109375],[20567.0]
1236,[35060.953125],[16004.0]
1237,[19172.955078125],[25925.0]
1238,[24953.966796875],[3808.0]
1239,[7197.3203125],[35288.0]
1240,[15084.3955078125],[38914.0]
1241,[25122.11328125],[1400.0]
1242,[45505.5703125],[21165.0]
1243,[10787.5927734375],[45900.0]
1244,[19013.341796875],[48373.0]
1245,[26906.9609375],[23292.0]
1246,[15896.2001953125],[23333.0]
1247,[6530.61181640625],[25885.0]
1248,[43565.87109375],[59722.0]
1249,[40365.1484375],[34790.0]
1250,[16087.3583984375],[32832.0]
1251,[38233.4921875],[11999.0]
1252,[39858.9296875],[21165.0]
1253,[44821.921875],[39129.0]
1254,[19380.408203125],[18999.0]
1255,[29879.974609375],[32335.0]
1256,[36271.12109375],[6442.0]
1257,[3689.606201171875],[40839.0]
1258,[14357.2802734375],[31937.0]
1259,[15800.2998046875],[29939.0]
1260,[27016.68359375],[29864.0]
1261,[17421.40625],[66500.0]
1262,[23668.255859375],[50555.0]
1263,[6892.21533203125],[16574.0]
1264,[32733.130859375],[26725.0]
1265,[16543.666015625],[28390.0]
1266,[2283.57568359375],[18580.0]
1267,[19527.83984375],[44650.0]
1268,[41823.828125],[32685.0]
1269,[25051.33984375],[36500.0]
1270,[21414.876953125],[34191.0]
1271,[23984.443359375],[55000.0]
1272,[11024.140625],[38000.0]
1273,[23324.12890625],[9243.0]
1274,[11797.224609375],[18811.0]
1275,[1765.893310546875],[20006.0]
1276,[23548.251953125],[38423.0]
1277,[2957.416748046875],[10999.0]
1278,[3568.34130859375],[30000.0]
1279,[10518.8388671875],[24286.0]
1280,[29890.859375],[44900.0]
1281,[21874.662109375],[25006.0]
1282,[37540.48046875],[34762.0]
1283,[24749.703125],[21362.0]
1284,[22150.158203125],[35400.0]
1285,[41871.52734375],[34392.0]
1286,[29814.384765625],[18611.0]
1287,[21505.673828125],[13657.0]
1288,[25627.486328125],[47000.0]
1289,[5994.33837890625],[23340.0]
1290,[32250.896484375],[31156.0]
1291,[13320.77734375],[17465.0]
1292,[24079.318359375],[22751.0]
1293,[1887.3167724609375],[24627.0]
1294,[24642.451171875],[38000.0]
1295,[27150.283203125],[32226.0]
1296,[14682.2548828125],[44181.0]
1297,[19187.787109375],[38500.0]
1298,[37577.51171875],[21574.0]
1299,[20286.685546875],[31192.0]
1300,[25143.515625],[20732.0]
1301,[12204.0615234375],[40525.0]
1302,[26244.072265625],[23847.0]
1303,[17388.1953125],[41768.0]
1304,[9566.4013671875],[21835.0]
1305,[32755.798828125],[43569.0]
1306,[22457.875],[33236.0]
1307,[27016.744140625],[15050.0]
1308,[39570.2265625],[32357.0]
1309,[27316.033203125],[26902.0]
1310,[13063.45703125],[16250.0]
1311,[1890.10009765625],[27087.0]
1312,[32517.361328125],[43866.0]
1313,[23380.177734375],[4500.0]
1314,[27647.728515625],[40900.0]
1315,[5566.49169921875],[41222.0]
1316,[13206.8388671875],[35354.0]
1317,[19543.27734375],[11950.0]
1318,[38885.6796875],[37800.0]
1319,[11354.55078125],[28969.0]
1320,[22172.59375],[8917.0]
1321,[23007.263671875],[38613.0]
1322,[12822.0498046875],[29669.0]
1323,[845.1491088867188],[18035.0]
1324,[16637.990234375],[21627.0]
1325,[10808.0634765625],[49500.0]
1326,[4096.82763671875],[61130.0]
1327,[40381.9296875],[49114.0]
1328,[35615.47265625],[45000.0]
1329,[11969.7265625],[48000.0]
1330,[36623.859375],[25626.0]
1331,[17987.490234375],[24027.0]
1332,[31359.048828125],[26224.0]
1333,[4411.21337890625],[39900.0]
1334,[23093.279296875],[22928.0]
1335,[37447.27734375],[4225.0]
1336,[5244.44091796875],[41144.0]
1337,[34565.8984375],[50500.0]
1338,[783.1683959960938],[17125.0]
1339,[43081.9765625],[26741.0]
1340,[38675.2265625],[28886.0]
1341,[3287.285888671875],[30000.0]
1342,[34779.84375],[35400.0]
1343,[34348.7890625],[23999.0]
1344,[4056.169677734375],[36053.0]
1345,[32071.466796875],[20231.0]
1346,[27358.005859375],[76900.0]
1347,[7184.79638671875],[30260.0]
1348,[38339.31640625],[20343.0]
1349,[17551.50390625],[11000.0]
1350,[17556.005859375],[36706.0]
1351,[8678.4560546875],[32597.0]
1352,[27658.775390625],[26887.0]
1353,[5289.24951171875],[27965.0]
1354,[1347.5614013671875],[33634.0]
1355,[4383.84228515625],[11350.0]
1356,[15458.1728515625],[5929.0]
1357,[12593.0263671875],[33687.0]
1358,[5148.82080078125],[38538.0]
1359,[11880.3154296875],[19991.0]
1360,[18125.208984375],[15785.0]
1361,[39578.6875],[27411.0]
1362,[25083.4765625],[19019.0]
1363,[4688.55224609375],[17671.0]
1364,[8878.7177734375],[42376.0]
1365,[7892.80908203125],[30090.0]
1366,[37545.97265625],[35500.0]
1367,[29510.373046875],[43134.0]
1368,[41523.6015625],[43150.0]
1369,[14875.6572265625],[35476.0]
1370,[13362.9375],[23182.0]
1371,[35362.96875],[34685.0]
1372,[21795.865234375],[6976.0]
1373,[8519.1298828125],[30614.0]
1374,[865.0379028320312],[25459.0]
1375,[14782.0419921875],[37330.0]
1376,[1679.467529296875],[24562.0]
1377,[21052.1015625],[24333.0]
1378,[41342.84375],[4499.0]
1379,[36523.90625],[16336.0]
1380,[33451.90234375],[34189.0]
1381,[22398.060546875],[10919.0]
1382,[44590.10546875],[21440.0]
1383,[12156.6552734375],[24917.0]
1384,[37240.515625],[16393.0]
1385,[22306.119140625],[26605.0]
1386,[6779.39208984375],[28469.0]
1387,[33490.8203125],[28000.0]
1388,[35836.12890625],[22304.0]
1389,[4003.9072265625],[22200.0]
1390,[8264.8955078125],[38434.0]
1391,[27491.951171875],[24177.0]
1392,[12580.3857421875],[24366.0]
1393,[27020.837890625],[41326.0]
1394,[15613.5009765625],[18200.0]
1395,[31322.16796875],[36962.0]
1396,[25929.2265625],[40880.0]
1397,[41136.90234375],[32750.0]
1398,[22007.75390625],[28496.0]
1399,[30383.841796875],[1400.0]
1400,[16048.09375],[30400.0]
1401,[11426.7919921875],[41545.0]
1402,[3710.85498046875],[37040.0]
1403,[25962.96875],[70000.0]
1404,[31192.1796875],[36166.0]
1405,[13771.0283203125],[48000.0]
1406,[18578.15625],[40797.0]
1407,[29415.34375],[35596.0]
1408,[16180.3974609375],[10999.0]
1409,[10445.0625],[23216.0]
1410,[11877.6708984375],[27367.0]
1411,[14053.7529296875],[30241.0]
1412,[30253.6015625],[23955.0]
1413,[10821.919921875],[33313.0]
1414,[2843.358642578125],[7350.0]
1415,[33269.8046875],[12750.0]
1416,[36127.046875],[13525.0]
1417,[34882.4375],[10999.0]
1418,[13233.9951171875],[20575.0]
1419,[28913.787109375],[54067.0]
1420,[36909.81640625],[16575.0]
1421,[19263.423828125],[20767.0]
1422,[33052.75],[17743.0]
1423,[23025.392578125],[22568.0]
1424,[11474.6904296875],[47180.0]
1425,[8702.5166015625],[42826.0]
1426,[26172.708984375],[22482.0]
1427,[24785.259765625],[31917.0]
1428,[28105.64453125],[38931.0]
1429,[17192.4140625],[26902.0]
1430,[14833.224609375],[4200.0]
1431,[21533.3671875],[22208.0]
1432,[18874.400390625],[27965.0]
1433,[28835.865234375],[16845.0]
1434,[15966.6044921875],[4200.0]
1435,[4270.81396484375],[17038.0]
1436,[27943.89453125],[36533.0]
1437,[15103.8662109375],[38632.0]
1438,[34654.5390625],[27399.0]
1439,[23774.07421875],[27854.0]
1440,[25439.466796875],[27317.0]
1441,[17909.767578125],[6000.0]
1442,[5460.42333984375],[33277.0]
1443,[32456.716796875],[18615.0]
1444,[41141.10546875],[6499.0]
1445,[10467.84375],[35150.0]
1446,[1609.701904296875],[22000.0]
1447,[40338.7890625],[3055.0]
1448,[14555.3935546875],[3325.0]
1449,[8977.9306640625],[40594.0]
1450,[29611.642578125],[45050.0]
1451,[23980.162109375],[29989.0]
1452,[7815.48779296875],[25851.0]
1453,[32403.412109375],[28735.0]
1454,[37876.046875],[38145.0]
1455,[6973.4990234375],[35481.0]
1456,[29236.814453125],[25025.0]
1457,[27649.166015625],[4200.0]
1458,[34108.55859375],[16150.0]
1459,[28837.755859375],[41202.0]
1460,[28797.619140625],[9957.0]
1461,[24987.880859375],[19040.0]
1462,[16965.287109375],[28580.0]
1463,[31705.494140625],[39090.0]
1464,[24371.771484375],[23995.0]
1465,[10191.935546875],[10999.0]
1466,[13381.2880859375],[22331.0]
1467,[40275.34375],[36641.0]
1468,[26523.365234375],[40918.0]
1469,[16194.8212890625],[19656.0]
1470,[17082.943359375],[22615.0]
1471,[16920.470703125],[16310.0]
1472,[6600.474609375],[4690.0]
1473,[17418.48046875],[35976.0]
1474,[26468.740234375],[16000.0]
1475,[5927.712890625],[4200.0]
1476,[40167.90625],[30400.0]
1477,[14743.8017578125],[42937.0]
1478,[14043.6513671875],[30747.0]
1479,[36516.73828125],[29295.0]
1480,[4638.33056640625],[37878.0]
1481,[1929.390380859375],[38939.0]
1482,[40184.9765625],[41246.0]
1483,[3581.175048828125],[18700.0]
1484,[2726.231201171875],[31016.0]
1485,[36808.93359375],[22898.0]
1486,[10394.0849609375],[29343.0]
1487,[15064.0341796875],[27965.0]
1488,[21636.37109375],[36629.0]
1489,[26757.537109375],[20329.0]
1490,[37648.0859375],[24921.0]
1491,[1356.694580078125],[16671.0]
1492,[12052.677734375],[29456.0]
1493,[17138.732421875],[20292.0]
1494,[42145.0625],[32391.0]
1495,[288.8353576660156],[32221.0]
1496,[12758.6494140625],[27988.0]
1497,[42607.921875],[20539.0]
1498,[25854.40625],[27327.0]
1499,[42103.765625],[21007.0]
1500,[34155.22265625],[28500.0]
1501,[23817.775390625],[2700.0]
1502,[49551.2265625],[23828.0]
1503,[17048.1796875],[37899.0]
1504,[31350.162109375],[26000.0]
1505,[28863.970703125],[25628.0]
1506,[22065.935546875],[3333.0]
1507,[39297.8984375],[41241.0]
1508,[38829.7265625],[18190.0]
1509,[36631.45703125],[40839.0]
1510,[33841.421875],[12433.0]
1511,[10878.7578125],[29727.0]
1512,[4245.12939453125],[38217.0]
1513,[16781.60546875],[38675.0]
1514,[39877.03125],[15597.0]
1515,[1918.450927734375],[39415.0]
1516,[28693.923828125],[25662.0]
1517,[22961.521484375],[16661.0]
1518,[15028.5146484375],[40099.0]
1519,[12705.9462890625],[17288.0]
1520,[40516.90234375],[48900.0]
1521,[40466.66015625],[42250.0]
1522,[31095.927734375],[2722.0]
1523,[5045.97998046875],[51373.0]
1524,[2794.62451171875],[28630.0]
1525,[41207.97265625],[45429.0]
1526,[43365.2734375],[32464.0]
1527,[18589.421875],[20501.0]
1528,[3613.090576171875],[15384.0]
1529,[27709.787109375],[43000.0]
1530,[18654.248046875],[36322.0]
1531,[10952.4697265625],[23000.0]
1532,[28051.197265625],[22205.0]
1533,[30489.923828125],[31410.0]
1534,[10771.8916015625],[23999.0]
1535,[39895.40625],[29661.0]
1536,[2820.273681640625],[36507.0]
1537,[1908.67138671875],[43837.0]
1538,[11516.9658203125],[34427.0]
1539,[47140.33203125],[9555.0]
1540,[42548.27734375],[32767.0]
1541,[40320.53125],[30198.0]
1542,[41889.59375],[7955.0]
1543,[22822.923828125],[30230.0]
1544,[9551.9091796875],[35039.0]
1545,[35328.46875],[21267.0]
1546,[20909.466796875],[33329.0]
1547,[22695.8984375],[37084.0]
1548,[17897.69921875],[19939.0]
1549,[31130.150390625],[20360.0]
1550,[22063.416015625],[36715.0]
1551,[5273.68701171875],[27965.0]
1552,[24738.314453125],[24238.0]
1553,[23653.423828125],[22389.0]
1554,[10430.12890625],[27182.0]
1555,[28714.982421875],[39619.0]
1556,[8821.3046875],[26265.0]
1557,[21187.341796875],[6950.0]
1558,[25473.2578125],[35059.0]
1559,[17128.466796875],[39948.0]
1560,[34064.23046875],[2899.0]
1561,[28704.427734375],[12230.0]
1562,[36876.8203125],[35178.0]
1563,[40651.4765625],[35751.0]
1564,[4868.65869140625],[35600.0]
1565,[27868.5],[19706.0]
1566,[39640.234375],[24880.0]
1567,[27925.0390625],[26583.0]
1568,[30673.1328125],[18379.0]
1569,[30187.4375],[11599.0]
1570,[25390.76171875],[23161.0]
1571,[19160.232421875],[33825.0]
1572,[14156.9033203125],[25152.0]
1573,[33333.41796875],[22753.0]
1574,[17442.501953125],[34692.0]
1575,[22762.880859375],[7440.0]
1576,[25913.482421875],[45463.0]
1577,[31224.90625],[19813.0]
1578,[37264.7421875],[38803.0]
1579,[32463.8828125],[14024.0]
1580,[38627.98828125],[34584.0]
1581,[14811.8671875],[21011.0]
1582,[11584.6943359375],[42168.0]
1583,[1712.38232421875],[11678.0]
1584,[7734.80712890625],[10503.0]
1585,[45248.015625],[44993.0]
1586,[20421.69140625],[22133.0]
1587,[18542.283203125],[40057.0]
1588,[35069.5546875],[16478.0]
1589,[7824.2314453125],[17776.0]
1590,[13517.3740234375],[27588.0]
1591,[12978.5224609375],[38657.0]
1592,[43059.765625],[20598.0]
