,prediction,test
997,[15643.119],[25476.]
998,[26820.6],[17958.]
999,[6134.786],[2413.]
1000,[15328.573],[10114.]
1001,[34484.543],[33492.]
1002,[45957.2],[48900.]
1003,[33250.01],[31790.]
1004,[41733.62],[41637.]
1005,[22826.242],[25472.]
1006,[20192.943],[21919.]
1007,[21153.133],[18999.]
1008,[36173.703],[34872.]
1009,[23961.38],[20558.]
1010,[18947.941],[15637.]
1011,[29232.082],[31500.]
1012,[23488.328],[22299.]
1013,[19217.32],[24225.]
1014,[39460.77],[41984.]
1015,[19271.725],[22351.]
1016,[35018.668],[38536.]
1017,[29444.594],[31506.]
1018,[35395.73],[36795.]
1019,[33627.55],[36799.]
1020,[31033.328],[33974.]
1021,[6307.002],[9314.]
1022,[34232.727],[33700.]
1023,[23217.908],[22008.]
1024,[12368.617],[6597.]
1025,[28530.402],[40008.]
1026,[23662.586],[27413.]
1027,[43612.23],[42217.]
1028,[32081.186],[28742.]
1029,[26130.951],[35976.]
1030,[30498.879],[25250.]
1031,[15700.84],[15466.]
1032,[25050.055],[19995.]
1033,[20044.166],[16845.]
1034,[34422.68],[37715.]
1035,[14071.499],[11999.]
1036,[17233.455],[21210.]
1037,[23014.922],[31029.]
1038,[26276.367],[30712.]
1039,[20517.475],[21717.]
1040,[28730.967],[35949.]
1041,[17556.297],[20475.]
1042,[13568.039],[15500.]
1043,[35504.38],[33080.]
1044,[32592.14],[31309.]
1045,[13958.369],[9243.]
1046,[41631.54],[37000.]
1047,[15355.549],[17834.]
1048,[14369.995],[10999.]
1049,[30143.559],[28100.]
1050,[28529.07],[34010.]
1051,[37897.906],[38924.]
1052,[32501.248],[49684.]
1053,[8319.833],[14320.]
1054,[11750.279],[10025.]
1055,[21646.188],[26154.]
1056,[33478.188],[35875.]
1057,[39853.75],[40861.]
1058,[48944.1],[32000.]
1059,[21257.918],[30774.]
1060,[7111.53],[12013.]
1061,[19963.914],[21778.]
1062,[39206.434],[40916.]
1063,[13599.439],[15239.]
1064,[6912.355],[1497.]
1065,[28071.412],[27467.]
1066,[18253.875],[21734.]
1067,[19861.086],[18445.]
1068,[36833.242],[35969.]
1069,[30245.545],[30221.]
1070,[39018.477],[39000.]
1071,[49506.83],[45363.]
1072,[25815.453],[23464.]
1073,[34409.145],[34431.]
1074,[19450.674],[31048.]
1075,[21194.889],[25256.]
1076,[26218.947],[21250.]
1077,[32738.72],[37576.]
1078,[23828.043],[29777.]
1079,[7771.484],[2999.]
1080,[30034.568],[31978.]
1081,[39048.94],[38604.]
1082,[34103.906],[32815.]
1083,[39054.387],[37800.]
1084,[18767.066],[22099.]
1085,[24540.68],[33171.]
1086,[49785.84],[51169.]
1087,[21720.484],[21627.]
1088,[19101.045],[17248.]
1089,[20627.928],[19776.]
1090,[18569.406],[13175.]
1091,[29419.516],[33040.]
1092,[40343.89],[38769.]
1093,[28344.71],[36073.]
1094,[28395.01],[29052.]
1095,[19272.926],[6995.]
1096,[35636.54],[38016.]
1097,[29797.299],[32282.]
1098,[31349.252],[25707.]
1099,[42861.004],[40053.]
1100,[31230.424],[34811.]
1101,[23184.215],[11999.]
1102,[21979.172],[23876.]
1103,[23781.643],[25851.]
1104,[26083.527],[20881.]
1105,[25999.],[24067.]
1106,[24403.246],[19995.]
1107,[27523.24],[33427.]
1108,[19547.725],[17949.]
1109,[28951.502],[36483.]
1110,[27433.832],[29794.]
1111,[22856.46],[19014.]
1112,[43646.5],[42449.]
1113,[25102.428],[21586.]
1114,[17573.771],[18000.]
1115,[5715.408],[6344.]
1116,[19568.094],[22188.]
1117,[11807.895],[6755.]
1118,[34543.82],[39900.]
1119,[40942.03],[40162.]
1120,[21027.53],[26477.]
1121,[6679.8867],[4999.]
1122,[27883.336],[28888.]
1123,[34692.195],[40641.]
1124,[35927.8],[36481.]
1125,[27142.455],[34800.]
1126,[26743.857],[23059.]
1127,[22493.834],[21996.]
1128,[23666.504],[21533.]
1129,[33989.164],[32480.]
1130,[31785.2],[32808.]
1131,[27053.398],[27995.]
1132,[32526.06],[34020.]
1133,[37196.06],[42941.]
1134,[26355.873],[23403.]
1135,[24442.47],[23775.]
1136,[28451.416],[31177.]
1137,[32294.205],[30034.]
1138,[26435.555],[25460.]
1139,[18510.658],[14365.]
1140,[21359.027],[23844.]
1141,[27757.236],[29644.]
1142,[29586.73],[35510.]
1143,[41373.957],[44400.]
1144,[23968.8],[19995.]
1145,[26993.736],[27176.]
1146,[39198.],[36187.]
1147,[29880.904],[28169.]
1148,[25387.314],[30090.]
1149,[16147.668],[15192.]
1150,[36799.02],[28750.]
1151,[26032.154],[31124.]
1152,[12536.914],[7857.]
1153,[24135.318],[21383.]
1154,[21936.158],[20122.]
1155,[22858.508],[20721.]
1156,[20000.693],[19978.]
1157,[7905.5903],[2997.]
1158,[23746.697],[27455.]
1159,[15059.777],[11744.]
1160,[32542.322],[40732.]
1161,[21562.549],[20000.]
1162,[38328.03],[42150.]
1163,[20350.8],[28434.]
1164,[41822.535],[45750.]
1165,[25838.893],[37983.]
1166,[37214.594],[38920.]
1167,[21385.332],[20957.]
1168,[21329.258],[21456.]
1169,[16883.127],[18924.]
1170,[26690.293],[37645.]
1171,[44333.477],[43263.]
1172,[19528.555],[28995.]
1173,[33829.01],[29473.]
1174,[20805.852],[21750.]
1175,[41247.52],[40189.]
1176,[26570.043],[26734.]
1177,[22929.963],[32331.]
1178,[33441.605],[39467.]
1179,[18753.182],[21582.]
1180,[22244.76],[28602.]
1181,[24040.412],[21937.]
1182,[25850.715],[20999.]
1183,[25328.13],[22607.]
1184,[38824.812],[41400.]
1185,[28974.527],[29499.]
1186,[29777.541],[34364.]
1187,[12440.901],[10999.]
1188,[39600.12],[37597.]
1189,[35073.64],[40000.]
1190,[28602.42],[34210.]
1191,[5961.3706],[2123.]
1192,[36011.016],[38749.]
1193,[30184.326],[26520.]
1194,[46183.684],[64120.]
1195,[24927.018],[24781.]
1196,[23076.02],[30937.]
1197,[17558.967],[14565.]
1198,[8235.915],[6500.]
1199,[20047.273],[21510.]
1200,[27958.377],[31209.]
1201,[24714.404],[36553.]
1202,[38057.42],[40233.]
1203,[28621.38],[34540.]
1204,[24210.193],[32525.]
1205,[23881.242],[19855.]
1206,[23572.303],[27268.]
1207,[30476.465],[25555.]
1208,[23444.89],[22900.]
1209,[9731.194],[4597.]
1210,[24398.162],[12555.]
1211,[37754.117],[36324.]
1212,[34215.68],[33595.]
1213,[20053.615],[17500.]
1214,[28425.316],[25597.]
1215,[41729.61],[41037.]
1216,[24406.236],[28390.]
1217,[19344.44],[11999.]
1218,[31797.322],[30751.]
1219,[15210.957],[12000.]
1220,[20881.094],[24275.]
1221,[24335.736],[26796.]
1222,[24881.58],[22716.]
1223,[40085.797],[42399.]
1224,[34597.97],[32002.]
1225,[22011.94],[17510.]
1226,[27014.225],[29728.]
1227,[21939.99],[14750.]
1228,[21116.266],[27247.]
1229,[23711.715],[23457.]
1230,[27515.664],[29360.]
1231,[17507.979],[18000.]
1232,[26127.135],[41355.]
1233,[25379.719],[25384.]
1234,[37048.402],[36591.]
1235,[7538.149],[1999.]
1236,[25673.86],[23460.]
1237,[51244.117],[59900.]
1238,[28777.406],[41298.]
1239,[28996.537],[23589.]
1240,[17110.928],[28840.]
1241,[28268.21],[34400.]
1242,[20226.154],[17516.]
1243,[42322.363],[36868.]
1244,[49025.707],[38887.]
1245,[15797.434],[9227.]
1246,[22447.6],[31752.]
1247,[44853.53],[48330.]
1248,[36649.72],[36901.]
1249,[33453.383],[37028.]
1250,[28452.432],[28518.]
1251,[12577.988],[9608.]
1252,[13402.146],[12471.]
1253,[15501.469],[5500.]
1254,[31083.63],[27959.]
1255,[28111.348],[27499.]
1256,[18351.07],[15916.]
1257,[31464.617],[35535.]
1258,[21377.717],[22377.]
1259,[31934.754],[29877.]
1260,[8320.915],[6950.]
1261,[18972.902],[22511.]
1262,[25227.68],[25334.]
1263,[31513.758],[38286.]
1264,[16367.917],[8000.]
1265,[31544.395],[31163.]
1266,[24134.676],[27215.]
1267,[31138.895],[32044.]
1268,[5460.927],[2734.]
1269,[22777.912],[28250.]
1270,[7319.254],[1612.]
1271,[18910.82],[7997.]
1272,[17068.475],[20213.]
1273,[28395.09],[41223.]
1274,[27282.072],[31790.]
1275,[18631.473],[16446.]
1276,[32301.357],[38462.]
1277,[34251.406],[38685.]
1278,[24533.52],[35521.]
1279,[26731.676],[26280.]
1280,[22962.703],[21627.]
1281,[53371.258],[56949.]
1282,[12649.694],[9895.]
1283,[27578.852],[25305.]
1284,[29869.54],[29444.]
1285,[11957.636],[21271.]
1286,[29760.174],[36048.]
1287,[36210.258],[36037.]
1288,[25564.975],[24830.]
1289,[35677.066],[38000.]
1290,[37884.633],[42225.]
1291,[34258.527],[32228.]
1292,[22815.691],[20750.]
1293,[33476.598],[33286.]
1294,[24420.162],[18888.]
1295,[26710.691],[32296.]
1296,[27059.365],[27345.]
1297,[33907.04],[32317.]
1298,[32067.287],[34352.]
1299,[26181.176],[29715.]
1300,[30229.584],[34646.]
1301,[24852.535],[28629.]
1302,[25556.297],[24439.]
1303,[36193.406],[40568.]
1304,[44260.055],[44157.]
1305,[23389.969],[6000.]
1306,[35159.496],[39900.]
1307,[31396.598],[39201.]
1308,[23577.408],[18999.]
1309,[27345.35],[52500.]
1310,[5213.5244],[4740.]
1311,[36162.5],[36599.]
1312,[22065.982],[23495.]
1313,[6710.25],[3891.]
1314,[23556.963],[22222.]
1315,[38915.66],[36527.]
1316,[33845.164],[27931.]
1317,[22365.766],[22267.]
1318,[23215.121],[21513.]
1319,[25293.057],[29410.]
1320,[23962.355],[32993.]
1321,[23481.744],[25939.]
1322,[26583.373],[33945.]
1323,[27807.309],[34827.]
1324,[25228.475],[31439.]
1325,[43493.24],[44331.]
1326,[37622.375],[46502.]
1327,[23513.072],[24905.]
1328,[18470.918],[20558.]
1329,[29193.564],[28096.]
1330,[37331.13],[34400.]
1331,[22362.191],[24604.]
1332,[28745.564],[23801.]
1333,[18771.83],[11557.]
1334,[27172.03],[28596.]
1335,[18889.38],[16609.]
1336,[42172.92],[44500.]
1337,[38498.062],[38500.]
1338,[37931.523],[34648.]
1339,[34387.31],[31607.]
1340,[38980.562],[41666.]
1341,[16331.17],[15227.]
1342,[18835.95],[22411.]
1343,[5403.2954],[4332.]
1344,[6838.5586],[5170.]
1345,[29773.35],[29055.]
1346,[33336.33],[43150.]
1347,[14716.869],[13986.]
1348,[19948.53],[12691.]
1349,[32820.305],[30961.]
1350,[21518.857],[21977.]
1351,[21879.695],[19276.]
1352,[30324.133],[30188.]
1353,[28789.936],[27574.]
1354,[30924.223],[34433.]
1355,[34860.484],[41803.]
1356,[8895.048],[16848.]
1357,[17364.879],[12316.]
1358,[31601.684],[37500.]
1359,[37507.85],[40020.]
1360,[18358.127],[18259.]
1361,[36575.85],[37625.]
1362,[23529.342],[21165.]
1363,[38132.17],[42327.]
1364,[20414.705],[20743.]
1365,[13936.992],[6875.]
1366,[27488.975],[24726.]
1367,[23342.86],[26736.]
1368,[27795.102],[34362.]
1369,[15126.138],[15003.]
1370,[34580.348],[43061.]
1371,[46004.074],[43571.]
1372,[7959.5615],[3000.]
1373,[23118.979],[30500.]
1374,[38045.47],[35374.]
1375,[28304.49],[33900.]
1376,[34684.78],[37891.]
1377,[46526.848],[46742.]
1378,[23072.691],[19160.]
1379,[5274.6714],[7200.]
1380,[20388.36],[30192.]
1381,[20223.16],[11565.]
1382,[28935.533],[31388.]
1383,[19446.352],[15525.]
1384,[22659.717],[27166.]
1385,[27252.842],[29000.]
1386,[29362.209],[35621.]
1387,[16828.605],[12773.]
1388,[21223.709],[33312.]
1389,[25802.918],[27087.]
1390,[20952.82],[18458.]
1391,[32907.61],[33901.]
1392,[27772.139],[25525.]
1393,[30583.76],[25232.]
1394,[42224.402],[49817.]
1395,[25768.523],[33148.]
1396,[30903.47],[37880.]
1397,[25416.896],[27680.]
1398,[37533.26],[42105.]
1399,[12653.781],[6896.]
1400,[21542.516],[25310.]
1401,[6397.2935],[6074.]
1402,[35661.45],[35035.]
1403,[14912.273],[5997.]
1404,[16529.81],[14580.]
1405,[34094.305],[37987.]
1406,[34332.703],[34340.]
1407,[54119.746],[52500.]
1408,[23285.646],[22377.]
1409,[13669.845],[15186.]
1410,[21500.934],[21811.]
1411,[23013.516],[28214.]
1412,[34021.285],[37400.]
1413,[16906.227],[25695.]
1414,[27972.988],[23978.]
1415,[26204.316],[22868.]
1416,[15892.567],[4555.]
1417,[37821.12],[44000.]
1418,[34030.36],[35838.]
1419,[11457.8955],[10999.]
1420,[31250.65],[41107.]
1421,[16634.057],[16000.]
1422,[23806.834],[19305.]
1423,[35486.11],[32367.]
1424,[16735.133],[17000.]
1425,[32108.771],[38000.]
1426,[36716.547],[39965.]
1427,[6739.7754],[8190.]
1428,[28471.94],[36004.]
1429,[28547.164],[37130.]
1430,[37175.297],[34685.]
1431,[28568.104],[30441.]
1432,[27290.314],[26811.]
1433,[29097.045],[27155.]
1434,[36170.777],[40000.]
1435,[21371.186],[18514.]
1436,[47105.652],[46292.]
1437,[26452.072],[28602.]
1438,[20111.197],[20100.]
1439,[12322.296],[10999.]
1440,[26878.8],[24375.]
1441,[23781.316],[20741.]
1442,[29600.105],[30398.]
1443,[39460.7],[37900.]
1444,[33120.55],[36946.]
1445,[4905.907],[1802.]
1446,[18234.184],[16944.]
1447,[24288.121],[27337.]
1448,[42064.934],[45174.]
1449,[15866.966],[11999.]
1450,[42089.207],[41441.]
1451,[28841.797],[31885.]
1452,[7276.643],[2670.]
1453,[23773.098],[19955.]
1454,[24581.453],[24874.]
1455,[16274.29],[4955.]
1456,[43136.848],[45510.]
1457,[40261.234],[42400.]
1458,[29157.096],[29622.]
1459,[13763.685],[11999.]
1460,[29850.57],[28325.]
1461,[19509.732],[23396.]
1462,[37794.03],[49500.]
1463,[33455.31],[28636.]
1464,[30562.648],[31983.]
1465,[25379.24],[23995.]
1466,[38953.74],[37750.]
1467,[26006.75],[25772.]
1468,[21162.752],[24586.]
1469,[22824.918],[22242.]
1470,[35075.74],[29139.]
1471,[13930.931],[6855.]
1472,[21323.191],[24750.]
1473,[35496.258],[38820.]
1474,[27748.217],[36983.]
1475,[10255.614],[11574.]
1476,[33231.36],[32852.]
1477,[12123.068],[14700.]
1478,[25895.84],[26229.]
1479,[25076.682],[34288.]
1480,[30611.482],[31413.]
1481,[26618.896],[23533.]
1482,[34955.77],[32428.]
1483,[38150.87],[41900.]
1484,[47935.87],[46137.]
1485,[13521.375],[10999.]
1486,[19053.041],[17850.]
1487,[32113.686],[29645.]
1488,[29500.072],[22043.]
1489,[20501.822],[22133.]
1490,[32214.947],[35325.]
1491,[43639.773],[44000.]
1492,[41359.33],[46500.]
1493,[38845.863],[41265.]
1494,[20855.38],[22598.]
1495,[16270.993],[14595.]
1496,[36416.9],[38482.]
1497,[31962.5],[36892.]
1498,[22630.553],[19044.]
1499,[38497.926],[38288.]
1500,[33877.418],[34624.]
1501,[34114.754],[39900.]
1502,[25707.041],[23358.]
1503,[7163.426],[1696.]
1504,[23682.256],[19995.]
1505,[29398.023],[27936.]
1506,[16057.997],[11999.]
1507,[16781.344],[20194.]
1508,[26433.953],[27965.]
1509,[29239.016],[40150.]
1510,[24505.047],[28964.]
1511,[26765.531],[22404.]
1512,[31184.248],[30515.]
1513,[14089.498],[12074.]
1514,[23339.361],[25998.]
1515,[10531.415],[10999.]
1516,[18014.547],[14655.]
1517,[37437.83],[33597.]
1518,[25710.918],[28100.]
1519,[34338.742],[40548.]
1520,[23185.225],[26265.]
1521,[43745.926],[38890.]
1522,[38923.215],[37255.]
1523,[25678.64],[22299.]
1524,[28331.97],[28865.]
1525,[27974.219],[29343.]
1526,[19430.432],[20234.]
1527,[21578.393],[16267.]
1528,[65199.652],[38000.]
1529,[28887.703],[27542.]
1530,[12580.271],[4000.]
1531,[29444.51],[27171.]
1532,[36024.38],[48726.]
1533,[24947.027],[29502.]
1534,[30784.22],[31262.]
1535,[30257.805],[29250.]
1536,[17403.088],[21601.]
1537,[16810.273],[18983.]
1538,[22178.18],[10995.]
1539,[31890.29],[33456.]
1540,[26747.89],[19764.]
1541,[36550.992],[42150.]
1542,[20188.842],[18698.]
1543,[15909.163],[13999.]
1544,[29034.72],[29740.]
1545,[31766.258],[23000.]
1546,[23233.092],[18275.]
1547,[23917.77],[24931.]
1548,[34184.73],[40200.]
1549,[44964.523],[45621.]
1550,[13733.298],[13807.]
1551,[24602.264],[22098.]
1552,[41550.246],[47924.]
1553,[30200.527],[38284.]
1554,[28678.996],[10000.]
1555,[10834.389],[10999.]
1556,[14062.013],[11500.]
1557,[28082.363],[23999.]
1558,[40812.99],[44808.]
1559,[20773.348],[22064.]
1560,[42420.453],[43202.]
1561,[56955.965],[55000.]
1562,[20560.625],[18999.]
1563,[21472.674],[20291.]
1564,[19956.9],[20629.]
1565,[19413.09],[16879.]
1566,[11755.875],[8999.]
1567,[38389.7],[40465.]
1568,[38838.723],[49500.]
1569,[42000.84],[40587.]
1570,[28767.455],[40581.]
1571,[24851.86],[19995.]
1572,[25401.514],[22625.]
1573,[24299.611],[19995.]
1574,[33493.39],[33400.]
1575,[19139.863],[14479.]
1576,[32735.018],[32673.]
1577,[16619.16],[12500.]
1578,[24164.459],[20756.]
1579,[23759.326],[45750.]
1580,[26377.59],[28500.]
1581,[37861.348],[38003.]
1582,[32741.4],[33442.]
1583,[22352.72],[22622.]
1584,[36009.965],[46688.]
1585,[30863.023],[42586.]
1586,[26825.021],[35400.]
1587,[11085.723],[16200.]
1588,[28119.43],[35680.]
1589,[23810.896],[30940.]
1590,[44883.7],[46021.]
1591,[38003.6],[46468.]
1592,[22160.463],[20917.]
1593,[29169.94],[26899.]
1594,[41577.39],[45900.]
1595,[27625.812],[26960.]
1596,[26535.074],[22500.]
1597,[15598.508],[17434.]
1598,[32271.889],[31550.]
1599,[36279.188],[36705.]
1600,[24259.727],[19995.]
1601,[30220.2],[40032.]
1602,[28538.555],[27251.]
1603,[26841.234],[25981.]
1604,[25157.04],[23119.]
1605,[24110.484],[15987.]
1606,[19242.53],[18246.]
1607,[14972.871],[10999.]
1608,[24708.787],[23695.]
1609,[54739.16],[60000.]
1610,[18301.768],[20073.]
1611,[26727.613],[28305.]
1612,[24646.293],[32856.]
1613,[45327.14],[47500.]
1614,[33074.406],[33817.]
1615,[18547.805],[13890.]
1616,[28694.184],[41150.]
1617,[20784.582],[20943.]
1618,[16390.139],[10514.]
1619,[19287.518],[21070.]
1620,[17727.943],[13911.]
1621,[29463.303],[23300.]
1622,[22611.455],[22750.]
1623,[30356.654],[27428.]
1624,[36322.55],[42037.]
1625,[16834.209],[16552.]
1626,[37586.066],[31757.]
1627,[28247.658],[44173.]
1628,[29772.646],[33419.]
1629,[37884.03],[41120.]
1630,[39203.87],[42554.]
1631,[21703.06],[24871.]
1632,[19126.154],[18955.]
1633,[38742.75],[36224.]
1634,[19743.896],[22874.]
1635,[21068.094],[20665.]
1636,[39588.254],[43400.]
1637,[21082.078],[22723.]
1638,[39654.3],[39204.]
1639,[27683.127],[40652.]
1640,[20372.838],[15238.]
1641,[30002.783],[34500.]
1642,[23068.205],[21404.]
1643,[30127.99],[37437.]
1644,[34157.562],[27625.]
1645,[19066.893],[14450.]
1646,[28648.613],[37410.]
1647,[38571.5],[38360.]
1648,[17029.254],[15875.]
1649,[37928.473],[42641.]
1650,[23030.34],[22867.]
1651,[17832.932],[20836.]
1652,[55826.316],[59900.]
1653,[34719.82],[36252.]
1654,[37222.574],[38269.]
1655,[52006.547],[64618.]
1656,[20927.625],[30124.]
1657,[13095.735],[11999.]
1658,[15305.046],[17182.]
1659,[44387.688],[47180.]
1660,[28305.447],[26350.]
1661,[25904.32],[23822.]
1662,[24583.045],[19995.]
1663,[27747.848],[25950.]
1664,[26012.518],[27562.]
1665,[16513.914],[15809.]
1666,[20624.984],[19325.]
1667,[30572.586],[26149.]
1668,[27447.713],[28899.]
1669,[18145.756],[25904.]
1670,[27214.51],[30000.]
1671,[32520.062],[41747.]
1672,[31856.96],[30455.]
1673,[56254.227],[63750.]
1674,[7367.9585],[5616.]
1675,[25056.295],[27327.]
1676,[31817.404],[31500.]
1677,[21522.72],[17000.]
1678,[33643.566],[35040.]
1679,[43372.363],[53000.]
1680,[30209.514],[28884.]
1681,[25748.85],[28490.]
1682,[42340.945],[42900.]
1683,[32560.588],[39128.]
1684,[24122.578],[20450.]
1685,[39098.973],[38600.]
1686,[7890.6895],[4282.]
1687,[37492.84],[37175.]
1688,[15630.649],[12346.]
1689,[30251.605],[34350.]
1690,[28915.193],[26750.]
1691,[12379.411],[10999.]
1692,[22277.846],[24469.]
1693,[33068.195],[42900.]
1694,[31608.555],[37320.]
1695,[36533.98],[42000.]
1696,[30175.64],[36609.]
1697,[36471.71],[37298.]
1698,[42882.89],[45400.]
1699,[11316.176],[4555.]
1700,[28187.328],[35399.]
1701,[22565.658],[23054.]
1702,[23638.322],[25823.]
1703,[15491.365],[12390.]
1704,[26214.75],[32098.]
1705,[24743.846],[27965.]
1706,[13166.659],[10999.]
1707,[26243.848],[22482.]
1708,[20800.547],[6995.]
1709,[13174.187],[9215.]
1710,[18171.506],[24988.]
1711,[12498.124],[7955.]
1712,[31748.406],[32532.]
1713,[7473.821],[7213.]
1714,[26659.67],[32289.]
1715,[25341.31],[20974.]
1716,[25981.875],[29973.]
1717,[24372.459],[21131.]
1718,[22800.629],[29000.]
1719,[21879.227],[25249.]
1720,[21079.99],[23220.]
1721,[26168.777],[29955.]
1722,[26035.07],[37102.]
1723,[27579.9],[31806.]
1724,[10748.627],[11103.]
1725,[26309.336],[22754.]
1726,[27072.229],[35344.]
1727,[21552.785],[20000.]
1728,[44308.4],[44000.]
1729,[31445.396],[25420.]
1730,[35471.773],[40672.]
1731,[18385.98],[19331.]
1732,[25018.322],[24201.]
1733,[19485.957],[30059.]
1734,[15373.482],[7200.]
1735,[32365.115],[37400.]
1736,[35660.49],[34336.]
1737,[29040.686],[38340.]
1738,[30661.91],[32453.]
1739,[13704.633],[13750.]
1740,[41641.684],[44350.]
1741,[19638.568],[23437.]
1742,[37251.72],[41000.]
1743,[31287.691],[29465.]
1744,[27837.523],[32423.]
1745,[37121.254],[37174.]
1746,[20619.064],[23785.]
1747,[20036.174],[21236.]
1748,[23204.701],[18176.]
1749,[21346.014],[24950.]
1750,[22356.14],[29989.]
1751,[16727.756],[20999.]
1752,[37107.984],[39404.]
1753,[13220.847],[14825.]
1754,[16535.271],[6955.]
1755,[27622.404],[23570.]
1756,[15508.114],[19914.]
1757,[36240.945],[39952.]
1758,[34334.31],[36898.]
1759,[22797.646],[23803.]
1760,[37667.59],[37848.]
1761,[49507.336],[50094.]
1762,[32013.635],[29354.]
1763,[21774.828],[24173.]
1764,[28813.555],[26556.]
1765,[26363.977],[37542.]
1766,[24768.545],[21930.]
1767,[40156.35],[39202.]
1768,[20810.725],[18190.]
1769,[39183.055],[44650.]
1770,[20811.842],[27799.]
1771,[13875.599],[13100.]
1772,[31199.184],[34474.]
1773,[29352.89],[31365.]
1774,[32340.406],[30721.]
1775,[27185.38],[37878.]
1776,[20280.05],[16567.]
1777,[17353.268],[30199.]
1778,[51714.387],[49750.]
1779,[21588.67],[9995.]
1780,[23940.814],[31727.]
1781,[25915.129],[24603.]
1782,[29215.338],[30828.]
1783,[31328.1],[35963.]
1784,[21314.45],[21146.]
1785,[35223.062],[31937.]
1786,[27390.662],[30323.]
1787,[21015.816],[22362.]
1788,[29952.145],[28571.]
1789,[17668.068],[21044.]
1790,[26953.977],[25823.]
1791,[21023.025],[27965.]
1792,[12739.44],[10999.]
1793,[41720.78],[39862.]
1794,[10808.492],[13198.]
1795,[33319.53],[39797.]
1796,[22447.617],[20650.]
1797,[15878.192],[16000.]
1798,[20016.965],[18259.]
1799,[27547.275],[30059.]
1800,[21917.006],[23905.]
1801,[26475.04],[22438.]
1802,[30096.61],[28189.]
1803,[14199.559],[13999.]
1804,[45299.137],[41896.]
1805,[34764.54],[39885.]
1806,[25721.7],[21440.]
1807,[27156.178],[27318.]
1808,[21567.748],[6555.]
1809,[28713.633],[28560.]
1810,[20183.398],[29785.]
1811,[16413.922],[11999.]
1812,[35100.715],[41566.]
1813,[14391.5625],[14999.]
1814,[23138.896],[26000.]
1815,[16382.6045],[13643.]
1816,[33337.21],[39430.]
1817,[33976.13],[36500.]
1818,[39609.09],[44900.]
1819,[19738.23],[21635.]
1820,[29044.148],[23750.]
1821,[25665.076],[26413.]
1822,[33243.156],[28636.]
1823,[31103.34],[29615.]
1824,[27721.172],[26293.]
1825,[30517.098],[28916.]
1826,[20681.492],[25111.]
1827,[20230.732],[23500.]
1828,[26676.506],[32951.]
1829,[34886.18],[36861.]
1830,[25387.525],[27150.]
1831,[19713.955],[18433.]
1832,[25417.41],[36388.]
1833,[33957.496],[40400.]
1834,[37519.98],[45152.]
1835,[23698.727],[25708.]
1836,[26239.725],[25902.]
1837,[18043.463],[18000.]
1838,[38202.047],[42865.]
1839,[36353.8],[38032.]
1840,[19832.902],[16828.]
1841,[40348.94],[40788.]
1842,[26579.031],[31020.]
1843,[21776.91],[25123.]
1844,[28132.783],[35031.]
1845,[30935.877],[30506.]
1846,[24546.049],[28692.]
1847,[19743.467],[23000.]
1848,[23469.37],[19918.]
1849,[21724.117],[30613.]
1850,[8470.162],[7179.]
1851,[25725.322],[23266.]
1852,[27018.584],[23977.]
1853,[27095.35],[26488.]
1854,[21152.576],[24300.]
1855,[28905.438],[24264.]
1856,[33409.145],[31920.]
1857,[25659.906],[24485.]
1858,[19945.799],[13861.]
1859,[5350.0757],[1400.]
1860,[20766.062],[25075.]
1861,[29489.55],[26519.]
1862,[26729.652],[31882.]
1863,[26463.148],[22721.]
1864,[37323.195],[34941.]
1865,[37092.027],[37224.]
1866,[25399.965],[25900.]
1867,[14734.265],[20059.]
1868,[24526.143],[20787.]
1869,[25260.062],[23405.]
1870,[24793.26],[23089.]
1871,[21828.201],[21947.]
1872,[16100.291],[17940.]
1873,[28229.875],[36481.]
1874,[23482.28],[29250.]
1875,[21043.871],[20434.]
1876,[26433.262],[33322.]
1877,[28648.64],[24674.]
1878,[30920.44],[44132.]
1879,[38008.613],[39500.]
1880,[23675.613],[27375.]
1881,[29368.299],[31960.]
1882,[37979.96],[43569.]
1883,[26436.703],[24000.]
1884,[24929.383],[33400.]
1885,[22535.834],[19257.]
1886,[20172.932],[21000.]
1887,[29536.348],[36434.]
1888,[29153.928],[38272.]
1889,[25442.115],[24250.]
1890,[20266.96],[22151.]
1891,[19005.064],[17232.]
1892,[39369.773],[39592.]
1893,[27136.969],[27579.]
1894,[24604.771],[29074.]
1895,[18221.02],[19440.]
1896,[15431.007],[10666.]
1897,[44129.152],[46481.]
1898,[33002.035],[32438.]
1899,[24101.477],[19026.]
1900,[28749.502],[26166.]
1901,[31853.95],[31130.]
1902,[13096.45],[10999.]
1903,[19446.164],[17634.]
1904,[22425.422],[20999.]
1905,[14555.516],[11999.]
1906,[22385.957],[21007.]
1907,[37999.66],[38704.]
1908,[35061.05],[39150.]
1909,[20599.133],[20313.]
1910,[17633.947],[21761.]
1911,[21234.098],[21250.]
1912,[48781.527],[38455.]
1913,[24870.338],[28571.]
1914,[19297.797],[19125.]
1915,[25424.549],[30787.]
1916,[34397.74],[43230.]
1917,[17746.637],[18000.]
1918,[32454.238],[31758.]
1919,[44660.67],[45259.]
1920,[22842.94],[22797.]
1921,[23890.81],[19833.]
1922,[24391.91],[31450.]
1923,[17662.453],[14077.]
1924,[37784.996],[36698.]
1925,[28973.846],[28474.]
1926,[22150.867],[20934.]
1927,[19650.307],[23631.]
1928,[21766.459],[10000.]
