,prediction,test
811,[29389.12109375],[3459.0]
812,[1712.949462890625],[23256.0]
813,[10802.189453125],[31648.0]
814,[42684.46484375],[32032.0]
815,[28002.740234375],[21798.0]
816,[30329.580078125],[43963.0]
817,[27689.88671875],[26000.0]
818,[19017.2265625],[29405.0]
819,[30380.748046875],[14703.0]
820,[22161.037109375],[36763.0]
821,[58108.6015625],[35738.0]
822,[21994.345703125],[44000.0]
823,[10668.466796875],[1000.0]
824,[4301.24951171875],[16263.0]
825,[6060.50927734375],[15407.0]
826,[26153.134765625],[19557.0]
827,[24312.978515625],[22771.0]
828,[8796.6376953125],[25478.0]
829,[25094.314453125],[28501.0]
830,[9464.9736328125],[18830.0]
831,[16222.6494140625],[22015.0]
832,[23749.9765625],[21426.0]
833,[28537.701171875],[36500.0]
834,[21065.6484375],[32225.0]
835,[7576.62158203125],[47377.0]
836,[7006.39404296875],[26477.0]
837,[18576.00390625],[40471.0]
838,[2732.275634765625],[11350.0]
839,[5004.2080078125],[36852.0]
840,[10523.5537109375],[25969.0]
841,[16375.806640625],[27600.0]
842,[24972.716796875],[24313.0]
843,[28792.708984375],[1999.0]
844,[17110.419921875],[45000.0]
845,[45894.1171875],[21187.0]
846,[3634.544677734375],[34888.0]
847,[20611.408203125],[2670.0]
848,[4147.73388671875],[12471.0]
849,[34718.91796875],[41655.0]
850,[18995.412109375],[45050.0]
851,[26945.802734375],[29728.0]
852,[26314.556640625],[29500.0]
853,[16979.181640625],[11999.0]
854,[17108.15234375],[21724.0]
855,[11462.990234375],[2500.0]
856,[5261.755859375],[20999.0]
857,[19262.982421875],[20757.0]
858,[13642.6259765625],[20529.0]
859,[28023.021484375],[45050.0]
860,[22779.57421875],[31196.0]
861,[11674.1611328125],[4500.0]
862,[474.58526611328125],[13800.0]
863,[49572.29296875],[38470.0]
864,[18870.580078125],[46343.0]
865,[8770.625],[10999.0]
866,[21988.296875],[34000.0]
867,[5199.58154296875],[17738.0]
868,[31840.744140625],[17501.0]
869,[30641.5],[9555.0]
870,[7063.44091796875],[25687.0]
871,[37891.94140625],[19390.0]
872,[33132.62890625],[20423.0]
873,[11775.6884765625],[11866.0]
874,[7229.06640625],[14089.0]
875,[7018.0302734375],[11999.0]
876,[25102.4375],[26659.0]
877,[22447.15234375],[36820.0]
878,[1987.008056640625],[16483.0]
879,[6520.66357421875],[27374.0]
880,[16249.7470703125],[27222.0]
881,[14968.6064453125],[20101.0]
882,[16443.06640625],[38318.0]
883,[20684.5390625],[27264.0]
884,[28076.740234375],[16167.0]
885,[30329.7890625],[29722.0]
886,[29242.16015625],[22984.0]
887,[10324.12890625],[16000.0]
888,[10696.994140625],[21539.0]
889,[5416.650390625],[25500.0]
890,[13725.0947265625],[17540.0]
891,[35404.12890625],[11979.0]
892,[7427.79345703125],[37785.0]
893,[18328.099609375],[41656.0]
894,[12744.8857421875],[15000.0]
895,[10549.0234375],[30525.0]
896,[31046.90234375],[23529.0]
897,[17532.390625],[32663.0]
898,[26723.140625],[36405.0]
899,[18163.83984375],[45166.0]
900,[8151.40380859375],[21922.0]
901,[29046.0546875],[18000.0]
902,[1829.0399169921875],[18043.0]
903,[14103.9853515625],[19786.0]
904,[3223.5283203125],[4684.0]
905,[2610.502685546875],[20294.0]
906,[5335.64794921875],[3000.0]
907,[34159.6328125],[22748.0]
908,[19958.474609375],[27426.0]
909,[7934.90673828125],[17393.0]
910,[20775.482421875],[31757.0]
911,[5250.2861328125],[35930.0]
912,[17192.322265625],[28434.0]
913,[26067.423828125],[33255.0]
914,[20149.068359375],[47366.0]
915,[17805.005859375],[11111.0]
916,[4258.9755859375],[10150.0]
917,[30966.978515625],[39346.0]
918,[17242.173828125],[34637.0]
919,[12167.998046875],[12500.0]
920,[26253.78125],[37688.0]
921,[3194.556884765625],[22800.0]
922,[14802.7783203125],[21271.0]
923,[8844.41015625],[22335.0]
924,[22309.337890625],[11950.0]
925,[23649.525390625],[40876.0]
926,[5698.52880859375],[29451.0]
927,[39681.58203125],[26328.0]
928,[29561.5],[1000.0]
929,[20113.296875],[22684.0]
930,[10748.482421875],[15224.0]
931,[5505.142578125],[24158.0]
932,[26830.16796875],[39659.0]
933,[2783.516845703125],[30940.0]
934,[36391.15234375],[21114.0]
935,[9045.74609375],[23358.0]
936,[36004.2890625],[21601.0]
937,[38223.91015625],[28000.0]
938,[5269.59912109375],[15239.0]
939,[20434.888671875],[46177.0]
940,[26697.26171875],[21150.0]
941,[21267.771484375],[35795.0]
942,[3353.987060546875],[14565.0]
943,[23173.166015625],[25972.0]
944,[4234.69775390625],[15919.0]
945,[12740.9208984375],[40450.0]
946,[22569.978515625],[17510.0]
947,[8018.79296875],[20000.0]
948,[25723.10546875],[11999.0]
949,[21105.681640625],[16674.0]
950,[8592.4404296875],[41179.0]
951,[5607.55224609375],[13999.0]
952,[23446.669921875],[11851.0]
953,[4643.75732421875],[20610.0]
954,[24827.693359375],[11999.0]
955,[27970.013671875],[30633.0]
956,[2225.724853515625],[20934.0]
957,[2338.550048828125],[23649.0]
958,[8336.3681640625],[37400.0]
959,[25627.275390625],[22493.0]
960,[18846.783203125],[30352.0]
961,[27217.130859375],[29841.0]
962,[13123.6201171875],[13999.0]
963,[34978.90625],[24288.0]
964,[11318.5908203125],[38829.0]
965,[18802.474609375],[33861.0]
966,[14945.59375],[18259.0]
967,[10042.9482421875],[39099.0]
968,[10883.8349609375],[35253.0]
969,[5844.63134765625],[29491.0]
970,[26574.498046875],[31171.0]
971,[30594.404296875],[26390.0]
972,[16345.0087890625],[17394.0]
973,[10564.1298828125],[32734.0]
974,[11447.2587890625],[2464.0]
975,[21751.421875],[54000.0]
976,[22567.162109375],[21482.0]
977,[26612.603515625],[26541.0]
978,[21625.1484375],[22336.0]
979,[29287.4921875],[21874.0]
980,[30571.20703125],[38250.0]
981,[48316.35546875],[37043.0]
982,[29240.900390625],[21258.0]
983,[30660.525390625],[30064.0]
984,[8616.69921875],[22525.0]
985,[33047.9765625],[41900.0]
986,[16675.482421875],[2906.0]
987,[22031.248046875],[26000.0]
988,[12645.830078125],[24414.0]
989,[9126.5380859375],[26126.0]
990,[11337.732421875],[30315.0]
991,[29573.181640625],[11999.0]
992,[22158.451171875],[59444.0]
993,[17872.6328125],[11999.0]
994,[20224.958984375],[22900.0]
995,[27595.404296875],[20170.0]
996,[17273.380859375],[48400.0]
997,[10312.3330078125],[24780.0]
998,[34688.078125],[36125.0]
999,[26513.7265625],[26500.0]
1000,[9403.8876953125],[29708.0]
1001,[21841.849609375],[37368.0]
1002,[6680.76318359375],[38675.0]
1003,[10435.169921875],[38114.0]
1004,[18407.0703125],[18785.0]
1005,[32193.060546875],[3599.0]
1006,[12249.9228515625],[21463.0]
1007,[4389.21630859375],[25981.0]
1008,[14482.03515625],[19978.0]
1009,[18136.947265625],[39940.0]
1010,[25561.568359375],[40233.0]
1011,[5739.49462890625],[40076.0]
1012,[12709.0302734375],[31183.0]
1013,[5680.42041015625],[11648.0]
1014,[35562.65234375],[28135.0]
1015,[19391.349609375],[38343.0]
1016,[18988.244140625],[44400.0]
1017,[31670.78515625],[8500.0]
1018,[36324.18359375],[29750.0]
1019,[2676.148193359375],[23907.0]
1020,[24193.291015625],[30156.0]
1021,[54827.66015625],[24851.0]
1022,[17474.140625],[20999.0]
1023,[38912.53125],[40596.0]
1024,[6920.92919921875],[19808.0]
1025,[28590.7109375],[26912.0]
1026,[17102.515625],[26983.0]
1027,[29925.037109375],[34983.0]
1028,[26646.46484375],[30647.0]
1029,[32520.634765625],[32671.0]
1030,[15944.4736328125],[37539.0]
1031,[3862.917236328125],[24289.0]
1032,[44521.31640625],[49320.0]
1033,[21387.560546875],[27392.0]
1034,[5135.86279296875],[25277.0]
1035,[20218.25],[42507.0]
1036,[15684.5244140625],[25313.0]
1037,[18063.005859375],[27223.0]
1038,[31453.814453125],[12483.0]
1039,[19977.513671875],[42000.0]
1040,[9730.9716796875],[44400.0]
1041,[8046.76171875],[28209.0]
1042,[29777.017578125],[1197.0]
1043,[26963.556640625],[21508.0]
1044,[34546.76953125],[22015.0]
1045,[6038.57373046875],[21505.0]
1046,[26533.400390625],[33471.0]
1047,[16082.9794921875],[21404.0]
1048,[4984.6259765625],[12000.0]
1049,[26838.505859375],[17188.0]
1050,[4630.84912109375],[43168.0]
1051,[10822.7548828125],[26265.0]
1052,[33799.01171875],[32352.0]
1053,[17967.521484375],[33324.0]
1054,[18624.501953125],[31022.0]
1055,[2260.819091796875],[6000.0]
1056,[4085.92822265625],[32458.0]
1057,[23017.23046875],[31970.0]
1058,[35417.48828125],[21374.0]
1059,[10963.4365234375],[52777.0]
1060,[8167.06982421875],[23888.0]
1061,[1435.599853515625],[19941.0]
1062,[4242.00830078125],[24023.0]
1063,[15900.5830078125],[6495.0]
1064,[39853.8515625],[11999.0]
1065,[7616.94580078125],[44557.0]
1066,[34975.29296875],[41992.0]
1067,[27947.564453125],[24021.0]
1068,[7319.88720703125],[18005.0]
1069,[11355.861328125],[20999.0]
1070,[5376.32275390625],[33224.0]
1071,[12370.87890625],[13999.0]
1072,[22728.9921875],[25052.0]
1073,[23120.4609375],[20476.0]
1074,[4064.25830078125],[32300.0]
1075,[32533.46484375],[42500.0]
1076,[23830.564453125],[10000.0]
1077,[7190.97607421875],[6250.0]
1078,[27802.36328125],[20315.0]
1079,[16798.998046875],[63533.0]
1080,[16849.240234375],[18732.0]
1081,[14874.4306640625],[10730.0]
1082,[22024.912109375],[39974.0]
1083,[23981.892578125],[38150.0]
1084,[44002.9375],[21253.0]
1085,[24342.681640625],[30940.0]
1086,[35647.94921875],[28692.0]
1087,[30915.68359375],[37409.0]
1088,[44141.48046875],[36563.0]
1089,[29764.353515625],[11999.0]
1090,[33675.015625],[39034.0]
1091,[42723.984375],[26469.0]
1092,[2044.184814453125],[41860.0]
1093,[17322.333984375],[14790.0]
1094,[6480.37744140625],[23000.0]
1095,[39090.78125],[3997.0]
1096,[31280.775390625],[19500.0]
1097,[15782.900390625],[26406.0]
1098,[34026.984375],[34620.0]
1099,[27351.552734375],[35555.0]
1100,[47944.60546875],[43900.0]
1101,[10225.2001953125],[41000.0]
1102,[30227.548828125],[25267.0]
1103,[42130.5390625],[33140.0]
1104,[32721.779296875],[23266.0]
1105,[13929.4560546875],[37527.0]
1106,[8450.2568359375],[19160.0]
1107,[23330.095703125],[11659.0]
1108,[15572.2841796875],[24498.0]
1109,[20915.87890625],[55000.0]
1110,[27749.439453125],[29550.0]
1111,[32241.876953125],[29644.0]
1112,[18415.78515625],[36850.0]
1113,[15450.6416015625],[25775.0]
1114,[39463.78515625],[30607.0]
1115,[30024.083984375],[56666.0]
1116,[17212.623046875],[20721.0]
1117,[21020.802734375],[23690.0]
1118,[36039.79296875],[38284.0]
1119,[26837.478515625],[21867.0]
1120,[3965.985107421875],[31705.0]
1121,[20559.595703125],[29669.0]
1122,[20932.650390625],[17367.0]
1123,[23345.259765625],[10999.0]
1124,[13322.251953125],[39151.0]
1125,[34203.38671875],[33846.0]
1126,[38158.625],[41898.0]
1127,[27562.66796875],[34405.0]
1128,[9873.7412109375],[21101.0]
1129,[35981.3984375],[22995.0]
1130,[33613.23046875],[27596.0]
1131,[23051.27734375],[20094.0]
1132,[10021.7783203125],[29796.0]
1133,[37169.73046875],[26824.0]
1134,[2622.195068359375],[15929.0]
1135,[8876.92578125],[13951.0]
1136,[22181.482421875],[40466.0]
1137,[21960.318359375],[29033.0]
1138,[12880.0224609375],[9113.0]
1139,[8627.5869140625],[18871.0]
1140,[21659.583984375],[26290.0]
1141,[29420.435546875],[19839.0]
1142,[3586.030517578125],[18450.0]
1143,[24040.033203125],[48594.0]
1144,[9707.6884765625],[29370.0]
1145,[3818.00244140625],[8377.0]
1146,[9447.1416015625],[36787.0]
1147,[3977.459716796875],[20622.0]
1148,[49773.02734375],[34495.0]
1149,[40073.33203125],[1959.0]
1150,[7200.82568359375],[30869.0]
1151,[10043.7705078125],[23919.0]
1152,[9450.564453125],[25823.0]
1153,[16237.765625],[25900.0]
1154,[28075.369140625],[33715.0]
1155,[37334.63671875],[34362.0]
1156,[21555.296875],[11750.0]
1157,[8706.5361328125],[23000.0]
1158,[24398.693359375],[25088.0]
1159,[6031.38623046875],[29608.0]
1160,[31588.86328125],[39683.0]
1161,[20574.724609375],[26575.0]
1162,[5137.47607421875],[18828.0]
1163,[8600.51171875],[26154.0]
1164,[15949.087890625],[30505.0]
1165,[12239.021484375],[19995.0]
1166,[12428.7216796875],[28636.0]
1167,[27607.392578125],[10999.0]
1168,[15207.1416015625],[37585.0]
1169,[27065.6484375],[31092.0]
1170,[7598.716796875],[41859.0]
1171,[4846.66845703125],[34444.0]
1172,[31977.01953125],[37481.0]
1173,[28457.509765625],[6555.0]
1174,[31203.248046875],[42806.0]
1175,[21026.541015625],[40687.0]
1176,[26149.36328125],[22900.0]
1177,[8818.814453125],[26000.0]
1178,[35743.29296875],[12955.0]
1179,[10502.3662109375],[23414.0]
1180,[12779.3671875],[23000.0]
1181,[5144.662109375],[21996.0]
1182,[4748.8271484375],[24295.0]
1183,[16148.9873046875],[14741.0]
1184,[10694.9560546875],[41939.0]
1185,[22248.919921875],[41120.0]
1186,[10206.5712890625],[12764.0]
1187,[33601.22265625],[29900.0]
1188,[22000.455078125],[3700.0]
1189,[19499.314453125],[38210.0]
1190,[8556.798828125],[24874.0]
1191,[6492.26513671875],[27587.0]
1192,[120.3184814453125],[8057.0]
1193,[23783.3359375],[18805.0]
1194,[18061.099609375],[24035.0]
1195,[30690.009765625],[27609.0]
1196,[11074.2685546875],[30958.0]
1197,[5578.29052734375],[34792.0]
1198,[34239.73046875],[18625.0]
1199,[27712.59375],[39444.0]
1200,[18267.599609375],[13014.0]
1201,[20773.443359375],[40609.0]
1202,[34920.9609375],[24735.0]
1203,[17033.4296875],[22404.0]
1204,[6643.46337890625],[28656.0]
1205,[41403.19921875],[47500.0]
1206,[38358.41015625],[23800.0]
1207,[21276.46484375],[19269.0]
1208,[5639.59912109375],[14000.0]
1209,[15289.478515625],[36042.0]
1210,[24023.853515625],[19305.0]
1211,[27417.724609375],[24727.0]
1212,[10022.314453125],[28394.0]
1213,[7879.9765625],[24500.0]
1214,[29403.587890625],[41900.0]
1215,[26528.826171875],[47261.0]
1216,[29844.669921875],[36463.0]
1217,[18654.2265625],[29482.0]
1218,[31064.5078125],[36869.0]
1219,[38604.04296875],[43150.0]
1220,[9127.380859375],[36176.0]
1221,[29968.4375],[40118.0]
1222,[30447.240234375],[29055.0]
1223,[27740.71484375],[15484.0]
1224,[21544.197265625],[8954.0]
1225,[6546.22705078125],[37000.0]
1226,[11683.96484375],[42500.0]
1227,[12451.9482421875],[28608.0]
1228,[27249.466796875],[37055.0]
1229,[9996.8935546875],[17232.0]
1230,[9858.1884765625],[27965.0]
1231,[24485.205078125],[21168.0]
1232,[10538.2705078125],[40672.0]
1233,[22664.142578125],[23466.0]
1234,[48707.71484375],[13861.0]
1235,[14451.8974609375],[20567.0]
1236,[35789.05859375],[16004.0]
1237,[19003.162109375],[25925.0]
1238,[26025.84765625],[3808.0]
1239,[6545.92626953125],[35288.0]
1240,[8301.36328125],[38914.0]
1241,[16126.396484375],[1400.0]
1242,[38960.27734375],[21165.0]
1243,[4194.87109375],[45900.0]
1244,[15750.98046875],[48373.0]
1245,[28202.517578125],[23292.0]
1246,[21545.91015625],[23333.0]
1247,[5346.20068359375],[25885.0]
1248,[26908.21484375],[59722.0]
1249,[21017.240234375],[34790.0]
1250,[21955.36328125],[32832.0]
1251,[30555.1640625],[11999.0]
1252,[39317.46484375],[21165.0]
1253,[30663.056640625],[39129.0]
1254,[21625.244140625],[18999.0]
1255,[41152.48046875],[32335.0]
1256,[23903.029296875],[6442.0]
1257,[5583.73876953125],[40839.0]
1258,[19807.94921875],[31937.0]
1259,[7900.9775390625],[29939.0]
1260,[21673.509765625],[29864.0]
1261,[18548.689453125],[66500.0]
1262,[18945.806640625],[50555.0]
1263,[5727.28662109375],[16574.0]
1264,[16392.279296875],[26725.0]
1265,[15568.7177734375],[28390.0]
1266,[7435.82763671875],[18580.0]
1267,[16545.955078125],[44650.0]
1268,[28528.88671875],[32685.0]
1269,[20020.82421875],[36500.0]
1270,[18144.01953125],[34191.0]
1271,[19022.416015625],[55000.0]
1272,[9714.4453125],[38000.0]
1273,[25930.361328125],[9243.0]
1274,[14118.8310546875],[18811.0]
1275,[2020.55615234375],[20006.0]
1276,[32857.99609375],[38423.0]
1277,[2873.069091796875],[10999.0]
1278,[3378.760498046875],[30000.0]
1279,[8661.6142578125],[24286.0]
1280,[40417.51171875],[44900.0]
1281,[24720.39453125],[25006.0]
1282,[27666.712890625],[34762.0]
1283,[11881.7548828125],[21362.0]
1284,[28023.912109375],[35400.0]
1285,[18496.302734375],[34392.0]
1286,[32356.287109375],[18611.0]
1287,[28258.328125],[13657.0]
1288,[25261.513671875],[47000.0]
1289,[4626.42919921875],[23340.0]
1290,[23181.857421875],[31156.0]
1291,[12038.671875],[17465.0]
1292,[25394.525390625],[22751.0]
1293,[5753.8955078125],[24627.0]
1294,[21004.806640625],[38000.0]
1295,[30841.224609375],[32226.0]
1296,[11457.353515625],[44181.0]
1297,[22267.982421875],[38500.0]
1298,[33237.02734375],[21574.0]
1299,[21364.693359375],[31192.0]
1300,[29480.974609375],[20732.0]
1301,[13627.21484375],[40525.0]
1302,[52471.55859375],[23847.0]
1303,[25633.283203125],[41768.0]
1304,[9614.2197265625],[21835.0]
1305,[38714.47265625],[43569.0]
1306,[24363.388671875],[33236.0]
1307,[33686.828125],[15050.0]
1308,[34691.328125],[32357.0]
1309,[37245.82421875],[26902.0]
1310,[11382.9267578125],[16250.0]
1311,[4597.34912109375],[27087.0]
1312,[26438.28125],[43866.0]
1313,[22228.654296875],[4500.0]
1314,[17407.443359375],[40900.0]
1315,[6752.43115234375],[41222.0]
1316,[13909.8115234375],[35354.0]
1317,[13430.8876953125],[11950.0]
1318,[41057.80859375],[37800.0]
1319,[14777.7099609375],[28969.0]
1320,[16585.015625],[8917.0]
1321,[16058.3837890625],[38613.0]
1322,[18989.615234375],[29669.0]
1323,[877.3377685546875],[18035.0]
1324,[15151.982421875],[21627.0]
1325,[6903.9169921875],[49500.0]
1326,[4853.67431640625],[61130.0]
1327,[36294.76171875],[49114.0]
1328,[41952.75390625],[45000.0]
1329,[12636.2919921875],[48000.0]
1330,[40949.97265625],[25626.0]
1331,[18822.53125],[24027.0]
1332,[34766.48828125],[26224.0]
1333,[3513.982177734375],[39900.0]
1334,[16301.67578125],[22928.0]
1335,[30224.384765625],[4225.0]
1336,[4488.60693359375],[41144.0]
1337,[30801.220703125],[50500.0]
1338,[7726.01025390625],[17125.0]
1339,[29575.435546875],[26741.0]
1340,[34449.04296875],[28886.0]
1341,[5909.119140625],[30000.0]
1342,[41024.01953125],[35400.0]
1343,[29395.982421875],[23999.0]
1344,[4139.5244140625],[36053.0]
1345,[31130.904296875],[20231.0]
1346,[23120.990234375],[76900.0]
1347,[7452.03759765625],[30260.0]
1348,[28291.33984375],[20343.0]
1349,[21128.232421875],[11000.0]
1350,[13522.876953125],[36706.0]
1351,[7050.86083984375],[32597.0]
1352,[14981.5126953125],[26887.0]
1353,[7281.81982421875],[27965.0]
1354,[4216.111328125],[33634.0]
1355,[5742.62646484375],[11350.0]
1356,[12512.2177734375],[5929.0]
1357,[15943.259765625],[33687.0]
1358,[3193.561279296875],[38538.0]
1359,[10910.0966796875],[19991.0]
1360,[16912.390625],[15785.0]
1361,[51986.20703125],[27411.0]
1362,[23543.810546875],[19019.0]
1363,[4516.13330078125],[17671.0]
1364,[9286.5703125],[42376.0]
1365,[3659.7060546875],[30090.0]
1366,[23448.5],[35500.0]
1367,[38994.53515625],[43134.0]
1368,[42506.97265625],[43150.0]
1369,[16799.771484375],[35476.0]
1370,[16547.677734375],[23182.0]
1371,[29306.55859375],[34685.0]
1372,[21757.822265625],[6976.0]
1373,[9255.609375],[30614.0]
1374,[1078.7119140625],[25459.0]
1375,[14769.4345703125],[37330.0]
1376,[1475.1669921875],[24562.0]
1377,[24179.376953125],[24333.0]
1378,[15149.4736328125],[4499.0]
1379,[51001.91015625],[16336.0]
1380,[22055.787109375],[34189.0]
1381,[27798.814453125],[10919.0]
1382,[38027.56640625],[21440.0]
1383,[14254.5419921875],[24917.0]
1384,[36732.86328125],[16393.0]
1385,[14476.14453125],[26605.0]
1386,[8687.9443359375],[28469.0]
1387,[32289.2578125],[28000.0]
1388,[37131.79296875],[22304.0]
1389,[5219.49072265625],[22200.0]
1390,[6977.69677734375],[38434.0]
1391,[21503.693359375],[24177.0]
1392,[11441.591796875],[24366.0]
1393,[24031.794921875],[41326.0]
1394,[16370.7939453125],[18200.0]
1395,[20634.361328125],[36962.0]
1396,[23081.77734375],[40880.0]
1397,[40197.74609375],[32750.0]
1398,[22210.27734375],[28496.0]
1399,[36124.78515625],[1400.0]
1400,[11639.2548828125],[30400.0]
1401,[12339.1064453125],[41545.0]
1402,[2849.630615234375],[37040.0]
1403,[35409.58203125],[70000.0]
1404,[19161.435546875],[36166.0]
1405,[17526.51171875],[48000.0]
1406,[17407.998046875],[40797.0]
1407,[21567.978515625],[35596.0]
1408,[27129.25],[10999.0]
1409,[10957.2216796875],[23216.0]
1410,[10334.216796875],[27367.0]
1411,[16697.845703125],[30241.0]
1412,[24002.046875],[23955.0]
1413,[6124.998046875],[33313.0]
1414,[1504.71484375],[7350.0]
1415,[39596.33203125],[12750.0]
1416,[21510.603515625],[13525.0]
1417,[38906.76953125],[10999.0]
1418,[26503.849609375],[20575.0]
1419,[26148.74609375],[54067.0]
1420,[26483.091796875],[16575.0]
1421,[18907.064453125],[20767.0]
1422,[23021.826171875],[17743.0]
1423,[19164.875],[22568.0]
1424,[16264.9228515625],[47180.0]
1425,[8661.7529296875],[42826.0]
1426,[16134.5556640625],[22482.0]
1427,[22815.9765625],[31917.0]
1428,[29965.638671875],[38931.0]
1429,[7030.72705078125],[26902.0]
1430,[9383.751953125],[4200.0]
1431,[26232.296875],[22208.0]
1432,[13637.2568359375],[27965.0]
1433,[27692.583984375],[16845.0]
1434,[11177.5302734375],[4200.0]
1435,[2802.489501953125],[17038.0]
1436,[39078.46484375],[36533.0]
1437,[13295.4189453125],[38632.0]
1438,[36057.55859375],[27399.0]
1439,[22354.173828125],[27854.0]
1440,[13589.8935546875],[27317.0]
1441,[12794.3173828125],[6000.0]
1442,[3988.561279296875],[33277.0]
1443,[19327.283203125],[18615.0]
1444,[27980.845703125],[6499.0]
1445,[10322.1806640625],[35150.0]
1446,[4367.82275390625],[22000.0]
1447,[19389.666015625],[3055.0]
1448,[16921.5546875],[3325.0]
1449,[9356.212890625],[40594.0]
1450,[26118.017578125],[45050.0]
1451,[23475.6015625],[29989.0]
1452,[5920.3408203125],[25851.0]
1453,[27762.392578125],[28735.0]
1454,[46790.04296875],[38145.0]
1455,[9181.8447265625],[35481.0]
1456,[35457.890625],[25025.0]
1457,[34394.6484375],[4200.0]
1458,[30136.208984375],[16150.0]
1459,[26293.267578125],[41202.0]
1460,[25694.404296875],[9957.0]
1461,[18946.685546875],[19040.0]
1462,[10561.3837890625],[28580.0]
1463,[25828.876953125],[39090.0]
1464,[24455.169921875],[23995.0]
1465,[13571.126953125],[10999.0]
1466,[14816.09375],[22331.0]
1467,[45375.55078125],[36641.0]
1468,[15515.908203125],[40918.0]
1469,[16653.833984375],[19656.0]
1470,[14406.7138671875],[22615.0]
1471,[11765.4580078125],[16310.0]
1472,[4975.38720703125],[4690.0]
1473,[17269.041015625],[35976.0]
1474,[21948.119140625],[16000.0]
1475,[6959.76806640625],[4200.0]
1476,[28839.5859375],[30400.0]
1477,[18584.814453125],[42937.0]
1478,[14051.2041015625],[30747.0]
1479,[31733.05078125],[29295.0]
1480,[3821.702392578125],[37878.0]
1481,[12551.9501953125],[38939.0]
1482,[52230.21484375],[41246.0]
1483,[6748.08935546875],[18700.0]
1484,[6663.2275390625],[31016.0]
1485,[25175.369140625],[22898.0]
1486,[16994.736328125],[29343.0]
1487,[17194.43359375],[27965.0]
1488,[22818.830078125],[36629.0]
1489,[30876.404296875],[20329.0]
1490,[34037.984375],[24921.0]
1491,[726.0997924804688],[16671.0]
1492,[13017.765625],[29456.0]
1493,[12191.9619140625],[20292.0]
1494,[46074.58203125],[32391.0]
1495,[2684.004638671875],[32221.0]
1496,[14092.5693359375],[27988.0]
1497,[31138.31640625],[20539.0]
1498,[15427.2763671875],[27327.0]
1499,[41295.28515625],[21007.0]
1500,[25230.072265625],[28500.0]
1501,[16900.44140625],[2700.0]
1502,[35320.32421875],[23828.0]
1503,[15973.78125],[37899.0]
1504,[19921.330078125],[26000.0]
1505,[19234.67578125],[25628.0]
1506,[18770.955078125],[3333.0]
1507,[38632.19921875],[41241.0]
1508,[37518.76953125],[18190.0]
1509,[37654.70703125],[40839.0]
1510,[26909.544921875],[12433.0]
1511,[10670.345703125],[29727.0]
1512,[4280.373046875],[38217.0]
1513,[15727.0693359375],[38675.0]
1514,[35085.1796875],[15597.0]
1515,[3812.289306640625],[39415.0]
1516,[17270.787109375],[25662.0]
1517,[23018.25],[16661.0]
1518,[18099.98046875],[40099.0]
1519,[22184.814453125],[17288.0]
1520,[44047.41796875],[48900.0]
1521,[44731.09765625],[42250.0]
1522,[21527.591796875],[2722.0]
1523,[3566.3251953125],[51373.0]
1524,[8782.0244140625],[28630.0]
1525,[29063.359375],[45429.0]
1526,[51225.55078125],[32464.0]
1527,[24815.908203125],[20501.0]
1528,[3941.252197265625],[15384.0]
1529,[29986.361328125],[43000.0]
1530,[15245.8037109375],[36322.0]
1531,[6678.51123046875],[23000.0]
1532,[27847.53515625],[22205.0]
1533,[25555.591796875],[31410.0]
1534,[12848.0107421875],[23999.0]
1535,[40212.23046875],[29661.0]
1536,[4307.900390625],[36507.0]
1537,[10992.6875],[43837.0]
1538,[9239.8505859375],[34427.0]
1539,[35892.5234375],[9555.0]
1540,[37471.00390625],[32767.0]
1541,[50556.4921875],[30198.0]
1542,[42206.55859375],[7955.0]
1543,[24835.291015625],[30230.0]
1544,[11442.32421875],[35039.0]
1545,[26680.095703125],[21267.0]
1546,[21671.970703125],[33329.0]
1547,[24877.474609375],[37084.0]
1548,[11208.5263671875],[19939.0]
1549,[48156.58203125],[20360.0]
1550,[30835.794921875],[36715.0]
1551,[6053.7607421875],[27965.0]
1552,[23022.294921875],[24238.0]
1553,[13893.0458984375],[22389.0]
1554,[11934.6611328125],[27182.0]
1555,[20036.904296875],[39619.0]
1556,[7698.37158203125],[26265.0]
1557,[11038.8447265625],[6950.0]
1558,[27568.064453125],[35059.0]
1559,[15152.0029296875],[39948.0]
1560,[24007.013671875],[2899.0]
1561,[21678.48046875],[12230.0]
1562,[26954.82421875],[35178.0]
1563,[33603.984375],[35751.0]
1564,[3871.151611328125],[35600.0]
1565,[37089.02734375],[19706.0]
1566,[38552.171875],[24880.0]
1567,[26395.349609375],[26583.0]
1568,[33613.68359375],[18379.0]
1569,[24356.982421875],[11599.0]
1570,[30546.767578125],[23161.0]
1571,[17977.544921875],[33825.0]
1572,[14405.4560546875],[25152.0]
1573,[23126.79296875],[22753.0]
1574,[20743.083984375],[34692.0]
1575,[30632.638671875],[7440.0]
1576,[19069.576171875],[45463.0]
1577,[18934.685546875],[19813.0]
1578,[43175.2265625],[38803.0]
1579,[38277.625],[14024.0]
1580,[35590.16015625],[34584.0]
1581,[12553.103515625],[21011.0]
1582,[11886.5849609375],[42168.0]
1583,[1228.66796875],[11678.0]
1584,[11730.6552734375],[10503.0]
1585,[36687.92578125],[44993.0]
1586,[18895.701171875],[22133.0]
1587,[15265.794921875],[40057.0]
1588,[28075.806640625],[16478.0]
