Truck ID,Quarter,Year,New_or_Used,Sale_Price,List_Price,Pct_of_List,Book_Value,Type,Truck_Manufacturer,Region_Nm,Condition,Model_Year,Odometer,Model,Transmission_Type,Engine_Manufacturer,Fuel_Type,Wheelbase_Size,Gear_Ratio,Num_Axles,Num_Wheels,Front_Tire_Size,Rear_Tire_Size,Color,Delivery_Region,Channel,Delivery_Location,Age_Yrs,Rear_Axle_Weight,front_axle_wt,Horsepower,Engine_RPM,eng_est_life,Engine_Type
999,Q2,2020,NEW,26313,14000,0.532056398,23581.53,Truck,International,RVS UTC EAST REGION,Validated,2010,172903,4300,Auto,INTL,Diesel,254,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Pittsburgh,8,19000,10000,245,2400,240000,IN LINE
1000,Q2,2020,NEW,22513,15500,0.688491094,19731.11,Tractor,International,RVS UTC EAST REGION,Ready,2010,524570,PRO LF627 PREM,Manual,CUMM,Diesel,175,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Springfield,8,40000,12000,450,1800,850000,IN LINE
1001,Q2,2020,NEW,35788,33500,0.936067956,31166.77,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2011,235621,COLUMBIA 120,Manual,DETR,Diesel,180,3.58,2,10,295/75R22.5 R260F,295/75R 22.5 M726EL,BLACK,Northeastern US,Retail,Boston,8,40000,12000,455,1800,850000,IN LINE
1002,Q2,2020,NEW,24854,23400,0.94149835,22513.96,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2011,449627,COLUMBIA 120,Manual,DETR,Diesel,170,3.58,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,BLACK,Northeastern US,Retail,Philadelphia,8,23000,12000,425,1800,700000,IN LINE
1003,Q2,2020,NEW,28505,22905,0.803543238,28155.75,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2011,531506,COLUMBIA 120,Manual,DETR,Diesel,174,3.73,2,10,295/75R22.5 14P R287,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Springfield,7,40000,12000,470,2100,850000,IN LINE
1004,Q2,2020,NEW,16952,16000,0.943841435,14770.88,Tractor,Freightliner,RVS UTC Central US RGN,Validated,2010,743541,CASCADIA 113,Manual,DETR,Diesel,164,3.58,,,295/75R22.5 R260F,295/75R 22.5 (M726),WHITE,Central US,Retail,Louisville,8,40000,12000,450,1800,850000,IN LINE
1005,Q2,2020,NEW,53582,38044,0.710014557,16120.8,Truck,Freightliner,RVS UTC Western US REGION,Ready,2011,250353,M2 106,Manual,CUMM,Diesel,245,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Grand Rapids,7,40000,12000,260,2200,280000,IN LINE
1006,Q2,2020,NEW,38892,24250,0.623521547,22598.92,Truck,Freightliner,RVS UTC EAST REGION,Ready,2011,210760,M2 106,Manual,CUMM,Diesel,266,3.9,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Providence,7,21000,12000,260,2200,280000,IN LINE
1007,Q2,2020,NEW,28106,14750,0.524798975,23724.12,Truck,Freightliner,RVS UTC Western US REGION,Ready,2011,226439,M2 106,Auto Shift,CUMM,Diesel,234,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Fleet,Golden,7,21000,12000,280,2600,280000,IN LINE
1008,Q2,2020,NEW,30275,29255,0.966308836,22801.72,Truck,Freightliner,RVS UTC Central US RGN,Ready,2011,190847,M2 106,Auto,CUMM,Diesel,234,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,San Antonio,7,21000,12000,280,2600,280000,IN LINE
1009,Q2,2020,NEW,30619,24500,0.800156765,24593.6,Truck,Freightliner,RVS UTC Central US RGN,Ready,2011,179367,M2 106,Auto,CUMM,Diesel,234,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,San Antonio,7,21000,12000,280,2600,280000,IN LINE
1010,Q2,2020,NEW,29222,16400,0.561220998,25279.85,Truck,Freightliner,RVS UTC Western US REGION,Ready,2011,192601,M2 106,Manual,CUMM,Diesel,234,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Fleet,San Antonio,7,21000,12000,280,2600,280000,IN LINE
1011,Q2,2020,NEW,26374,13750,0.521346781,22855.69,Truck,Freightliner,RVS UTC EAST REGION,Ready,2010,319757,M2 106,Manual,CUMM,Diesel,292,4.63,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Boston,8,21000,12000,260,2200,280000,IN LINE
1012,Q2,2020,NEW,46900,35406,0.754925373,34948.54,Tractor,Kenworth,RVS UTC Central US RGN,Ready,2010,585896,T660,Auto Shift,CUMM,Diesel,240,3.55,3,10,295/75R22.5 14P R287,295/75R 22.5 M720FE,YELLOW,Central US,Retail,Cleveland,8,40000,13000,450,2000,850000,IN LINE
1013,Q2,2020,NEW,33496,21000,0.62694053,19529.16,Truck,Freightliner,RVS UTC EAST REGION,Ready,2011,270040,M2 106,Auto Shift,CUMM,Diesel,257,4.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Bangor,7,21000,12000,260,2200,280000,IN LINE
1014,Q2,2020,NEW,17949,18900,1.052983453,14789.8,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2010,551266,COLUMBIA 120,Manual,DETR,Diesel,172,3.73,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,New Orleans,8,23000,12000,425,1800,700000,IN LINE
1015,Q2,2020,NEW,33341,25000,0.74982754,26719.46,Truck,Freightliner,RVS UTC Western US REGION,Ready,2011,215853,M2 106,Manual,CUMM,Diesel,259,4.11,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Pueblo,7,21000,10000,240,2600,240000,IN LINE
1016,Q2,2020,NEW,29382,28000,0.9529644,28428.41,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2010,574341,COLUMBIA 120,Manual,DETR,Diesel,256,3.58,,,295/80R22.5 16P R250,295/75R 22.5 M726EL,WHITE,Central US,Retail,Memphis,8,40000,14700,455,1800,850000,IN LINE
1017,Q2,2020,NEW,16968,3805,0.224245639,20299.22,Truck,International,RVS UTC EAST REGION,As Is,2011,230798,4300,Auto,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,High Point,8,19000,10000,225,2300,240000,IN LINE
1018,Q2,2020,NEW,7200,3805,0.528472222,21014.3,Truck,International,RVS UTC EAST REGION,As Is,2011,361360,4300,Manual,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Charlotte,8,19000,10000,225,2300,240000,IN LINE
1019,Q2,2020,NEW,23266,21000,0.902604659,22930.13,Truck,International,RVS UTC EAST REGION,Validated,2011,211749,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Boston,7,21000,12000,255,2600,280000,IN LINE
1020,Q2,2020,NEW,15172,13700,0.902979172,14792.67,Truck,International,RVS UTC EAST REGION,Validated,2011,311694,4300,Auto,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Baltimore DC,8,19000,10000,225,2300,240000,IN LINE
1021,Q2,2020,NEW,28178,16000,0.567818866,26673.41,Truck,International,RVS UTC Western US REGION,Validated,2011,192783,4300,Auto,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Fleet,Modesto,7,19000,10000,225,2300,240000,IN LINE
1022,Q2,2020,NEW,25530,13900,0.544457501,23275.04,Truck,International,RVS UTC Central US RGN,Validated,2011,198821,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Fleet,Greenwood,7,21000,12000,255,2600,280000,IN LINE
1023,Q2,2020,NEW,26659,15000,0.562661765,23996.84,Truck,International,RVS UTC EAST REGION,Validated,2011,154521,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Philadelphia,7,21000,12000,255,2600,280000,IN LINE
1024,Q2,2020,NEW,23230,21500,0.925527335,22525.7,Truck,International,RVS UTC EAST REGION,Validated,2011,249200,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,High Point,7,21000,12000,255,2600,280000,IN LINE
1025,Q2,2020,NEW,19062,19062,1,18682.8,Truck,International,RVS UTC Western US REGION,Validated,2011,269822,4300,Auto,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Dallas,8,19000,10000,225,2300,240000,IN LINE
1026,Q2,2020,NEW,20145,11350,0.56341524,19595.48,Truck,International,RVS UTC EAST REGION,Validated,2011,235501,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Boston,7,21000,12000,255,2600,280000,IN LINE
1027,Q2,2020,NEW,18687,15900,0.850858886,18137.26,Truck,International,RVS UTC Central US RGN,Validated,2011,252644,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Minnesota St Paul,7,21000,12000,255,2600,280000,IN LINE
1028,Q2,2020,NEW,23792,20495,0.861424008,20701.58,Truck,International,RVS UTC Central US RGN,Ready,2011,220804,4300,Auto,INTL,Diesel,254,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Chicago,7,21000,12000,255,2600,280000,IN LINE
1029,Q2,2020,NEW,17566,11800,0.671752249,17286.3,Truck,International,RVS UTC Western US REGION,Validated,2011,253329,4300,Auto,INTL,Diesel,272,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Fleet,Pueblo,7,21000,12000,255,2600,280000,IN LINE
1030,Q2,2020,NEW,18700,15000,0.802139037,18350.05,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2012,937592,CASCADIA 125,Manual,CUMM,Diesel,183,3.7,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Springfield,6,40000,12000,450,1800,850000,IN LINE
1031,Q2,2020,NEW,19649,3500,0.178126113,31289.05,Truck,International,RVS UTC EAST REGION,As Is,2012,214343,4300,Auto,INTL,Diesel,291,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Milwaukee,6,19000,10000,245,2200,240000,IN LINE
1032,Q2,2020,NEW,6000,2905,0.484166667,499.13,Tractor,Toyota,RVS UTC EAST REGION,As Is,1991,2296175,YT30 YARD Tractor,Auto,CAT,Diesel,110,7.4,2,6,295/75R22.5/14P(R294,295/75R22.5 (M711),WHITE,Central US,Retail,Nashville,11+,30000,12000,175,2800,280000,V TYPE
1033,Q2,2020,NEW,33945,20500,0.603918103,25994.15,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,205496,M2 106,Manual,CUMM,Diesel,286,3.9,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Springfield,6,21000,12000,280,2300,280000,IN LINE
1034,Q2,2020,NEW,33322,20000,0.600204069,26188,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,229275,M2 106,Manual,CUMM,Diesel,286,3.9,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Fleet,Providence,6,21000,12000,280,2300,280000,IN LINE
1035,Q2,2020,NEW,17995,14505,0.806057238,17645.79,Tractor,International,RVS UTC EAST REGION,Validated,2012,169867,8600,Manual,INTL,Diesel,152,3.58,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,BLUE,Northeastern US,Retail,Springfield,6,23000,12000,330,1700,700000,IN LINE
1036,Q2,2020,NEW,15919,3805,0.239022552,20641.1,Truck,International,RVS UTC EAST REGION,As Is,2012,318311,4300,Manual,INTL,Diesel,300,4.11,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Milwaukee,6,19000,10000,245,2200,280000,IN LINE
1037,Q2,2020,NEW,39000,35100,0.9,34145.7,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2012,668145,CASCADIA 125,Manual,CUMM,Diesel,230,3.55,3,10,295/75R 22.5 R287A,295/75R 22.5 M726EL,WHITE,Central US,Retail,Grand Rapids,6,40000,12000,450,1800,850000,IN LINE
1038,Q2,2020,NEW,32515,26100,0.802706443,9235.36,Truck,Freightliner,RVS UTC Central US RGN,Validated,2006,518662,COLUMBIA 120,Manual,DETR,Diesel,270,3.73,3,10,295/80R22.5 16P R250,295/75R 22.5 M726EL,WHITE,Central US,Retail,New Orleans,11+,40000,14600,380,1800,450000,IN LINE
1039,Q2,2020,NEW,38400,37500,0.9765625,16441.83,Truck,Freightliner,RVS UTC Western US REGION,Ready,2012,90125,M2 106,Auto,CUMM,Diesel,215,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,RED,Western US,Retail,Denver,6,17500,10000,240,2300,240000,IN LINE
1040,Q2,2020,NEW,38400,34500,0.8984375,16197.68,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,81234,M2 106,Auto,CUMM,Diesel,215,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,RED,Western US,Retail,Denver,6,17500,10000,240,2300,240000,IN LINE
1041,Q2,2020,NEW,21361,19500,0.912878611,18923.05,Truck,Isuzu,RVS UTC Western US REGION,Ready,2011,117788,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Western US,Retail,Dallas,7,14550,6830,205,2400,200000,IN LINE
1042,Q2,2020,NEW,24500,24600,1.004081633,19349.41,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,328318,M2 106,Auto,CUMM,Diesel,310,5.13,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Jacksonville,6,21000,12000,280,2300,280000,IN LINE
1043,Q2,2020,NEW,17150,6000,0.349854227,4691.58,Truck,Freightliner,RVS UTC Central US RGN,As Is,2006,134037,M2 106,Auto,CAT,Diesel,270,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Little Rock,11+,21000,10000,210,2200,240000,IN LINE
1044,Q2,2020,NEW,21050,21050,1,20341.94,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2009,516107,COLUMBIA 120,Manual,DETR,Diesel,174,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Jacksonville,10,40000,12000,455,1800,850000,IN LINE
1045,Q2,2020,NEW,21155,19300,0.912313874,18655.17,Truck,Isuzu,RVS UTC EAST REGION,Ready,2011,121907,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,SOUTH US,Retail,Miami,7,14550,6830,205,2400,200000,IN LINE
1046,Q2,2020,NEW,20029,20300,1.013530381,17952.13,Truck,Isuzu,RVS UTC Western US REGION,Ready,2011,144421,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Western US,Retail,Houston,7,14550,6830,205,2400,200000,IN LINE
1047,Q2,2020,NEW,30900,29900,0.967637541,15033.54,Truck,Freightliner,RVS UTC Western US REGION,Ready,2008,160117,M2 106,Auto,CUMM,Diesel,259,5.86,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Dallas,10,21000,10000,220,2600,240000,IN LINE
1048,Q2,2020,NEW,27965,21405,0.765421062,27586.75,Truck,International,RVS UTC EAST REGION,Validated,2011,193506,4300,Auto,INTL,Diesel,272,5.13,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Charlotte,7,19000,10000,230,2200,240000,IN LINE
1049,Q2,2020,NEW,21578,21578,1,18106.81,Truck,Isuzu,RVS UTC Western US REGION,Ready,2011,113442,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Western US,Retail,Dallas,7,14550,6830,205,2400,200000,IN LINE
1052,Q2,2020,NEW,19125,4905,0.256470588,28766.81,Tractor,International,RVS UTC EAST REGION,As Is,2012,434719,PRO LF687,Manual,INTL,Diesel,230,3.25,,,295/75R22.5 R260F,XDA  445/50R 22.5,WHITE,Northeastern US,Retail,Bangor,6,40000,12350,450,1700,850000,IN LINE
1053,Q2,2020,NEW,19995,15000,0.750187547,18164.36,Tractor,International,RVS UTC Central US RGN,Validated,2012,397477,9100,Manual,INTL,Diesel,230,0,2,6,295/75R22.5 R260F,XDA  445/50R 22.5,WHITE,Central US,Retail,Louisville,6,40000,12350,450,1700,850000,IN LINE
1054,Q2,2020,NEW,19995,25000,1.250312578,18164.34,Tractor,International,RVS UTC EAST REGION,On the Road,2012,455205,PRO LF687,Manual,INTL,Diesel,230,3.25,3,10,295/75R22.5 R260F,XDA  445/50R 22.5,WHITE,Western US,Auction,Denver,6,40000,12350,450,1700,850000,IN LINE
1055,Q2,2020,NEW,19995,25000,1.250312578,18164.4,Tractor,International,RVS UTC EAST REGION,On the Road,2012,394384,PRO LF687,,INTL,Diesel,230,0,2,6,295/75R22.5 R260F,XDA  445/50R 22.5,WHITE,Northeastern US,Auction,Philadelphia,6,40000,12350,450,1700,850000,IN LINE
1056,Q2,2020,NEW,21739,12000,0.552003312,20219.47,Truck,International,RVS UTC Central US RGN,Validated,2012,256752,4300,Manual,INTL,Diesel,205,4.11,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Fleet,New Orleans,6,19000,10000,215,2200,280000,IN LINE
1057,Q2,2020,NEW,19775,6000,0.303413401,29205.37,Tractor,Freightliner,RVS UTC EAST REGION,As Is,2012,297520,CASCADIA 125,Manual,CUMM,Diesel,183,3.55,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,BLUE,Northeastern US,Retail,Syracuse,6,40000,12000,450,1800,850000,IN LINE
1058,Q2,2020,NEW,15050,15000,0.996677741,30575.73,Truck,International,RVS UTC Central US RGN,Validated,2012,307925,4300,Manual,INTL,Diesel,272,4.11,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Fleet,Bloomington,6,19000,10000,245,2200,280000,IN LINE
1059,Q2,2020,NEW,19805,16500,0.833122949,18776.27,Truck,Isuzu,RVS UTC Central US RGN,Ready,2011,148908,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Central US,Retail,Bloomington,7,14550,6830,205,2400,200000,IN LINE
1060,Q2,2020,NEW,27065,20905,0.772399778,21163.49,Tractor,Volvo,RVS UTC EAST REGION,Validated,2011,539501,VNL,Manual,VOLV,Diesel,185,3.42,3,10,295/75R22.5 14P R287,295/75R 22.5 M726EL,BLUE,SOUTH US,Retail,Charlotte,7,40000,12500,435,2100,850000,IN LINE
1063,Q2,2020,NEW,22008,21000,0.954198473,21283.92,Tractor,International,RVS UTC EAST REGION,Ready,2009,541397,PRO LF627 PREM,Manual,CUMM,Diesel,169,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Atlanta,9,40000,12000,450,1800,850000,IN LINE
1064,Q2,2020,NEW,17738,16500,0.930206337,14642.52,Tractor,International,RVS UTC EAST REGION,Validated,2009,579381,PRO LF627 PREM,Manual,CUMM,Diesel,169,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Atlanta,9,40000,12000,450,1800,850000,IN LINE
1065,Q2,2020,NEW,24487,16000,0.653407931,15559.84,Tractor,International,RVS UTC EAST REGION,Validated,2009,450663,PRO LF627 PREM,Manual,CUMM,Diesel,169,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,RED,Northeastern US,Fleet,Springfield,9,40000,12000,450,1800,850000,IN LINE
1066,Q2,2020,NEW,37040,34900,0.942224622,29693.57,Truck,Freightliner,RVS UTC EAST REGION,Ready,2011,161545,M2 106,Auto Shift,CUMM,Diesel,270,4.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Nashville,7,17500,10000,240,2300,240000,IN LINE
1067,Q2,2020,NEW,15531,3905,0.251432619,28003.52,Tractor,Freightliner,RVS UTC EAST REGION,As Is,2009,522959,CASCADIA 125,Manual,DETR,Diesel,184,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Greenwood,9,40000,12000,455,1800,850000,IN LINE
1068,Q2,2020,USED,24316,24500,1.007567034,19453,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2009,531139,CASCADIA 125,Manual,DETR,Diesel,184,3.73,3,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Baltimore DC,5,40000,12000,455,1800,850000,IN LINE
1069,Q2,2020,NEW,25981,24500,0.942996805,25188.78,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2009,425971,CASCADIA 125,Manual,DETR,Diesel,184,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Atlanta,9,40000,12000,455,1800,850000,IN LINE
1070,Q2,2020,NEW,33173,30558,0.921170832,21477.53,Truck,Freightliner,RVS UTC Central US RGN,Ready,2009,127559,M2 106,Auto,CUMM,Diesel,244,5.86,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Chicago,9,21000,10000,240,2600,240000,IN LINE
1071,Q2,2020,NEW,13494,6000,0.444642063,23840.89,Tractor,Freightliner,RVS UTC EAST REGION,As Is,2009,425611,CASCADIA 125,Manual,DETR,Diesel,184,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Syracuse,9,38000,12000,455,1800,850000,IN LINE
1072,Q2,2020,NEW,24664,23496,0.952643529,23461.33,Tractor,Freightliner,RVS UTC Central US RGN,Validated,2009,324131,CASCADIA 125,Manual,DETR,Diesel,184,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Oxford,9,40000,12000,455,1800,850000,IN LINE
1073,Q2,2020,NEW,28674,29679,1.035049173,24717.69,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2009,291284,COLUMBIA 120,Manual,DETR,Diesel,174,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Golden,9,40000,12000,455,1800,850000,IN LINE
1074,Q2,2020,NEW,27090,25495,0.941122185,16577.35,Truck,Isuzu,RVS UTC EAST REGION,Ready,2009,172194,NRR,Auto,ISUZ,Diesel,109,5.57,2,6,225/70R 19.5 M810YZ,225/70R 19.5 M810YZ,WHITE,Central US,Retail,Bloomington,9,14550,6830,205,2600,200000,IN LINE
1075,Q2,2020,NEW,23495,23900,1.01723771,23145.86,Tractor,International,RVS UTC Central US RGN,Ready,2009,450257,8600,Manual,CUMM,Diesel,171,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,St Louis,9,40000,12000,385,1800,850000,IN LINE
1076,Q2,2020,NEW,19460,19750,1.014902364,18779.12,Tractor,International,RVS UTC Central US RGN,Validated,2009,478508,8600,Manual,CUMM,Diesel,171,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,St Louis,9,40000,12000,385,1800,850000,IN LINE
1077,Q2,2020,NEW,21000,21000,1,16560.77,Tractor,International,RVS UTC Central US RGN,Ready,2009,242632,8600,Manual,CUMM,Diesel,152,3.73,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,BLACK,Northeastern US,Retail,Baltimore DC,9,23000,12000,385,1800,700000,IN LINE
1078,Q2,2020,NEW,14187,5000,0.352435328,27115.93,Truck,International,RVS UTC Western US REGION,As Is,2009,178472,4300,Auto,INTL,Diesel,205,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,New Orleans,9,19000,10000,225,2300,240000,IN LINE
1079,Q2,2020,NEW,26060,25000,0.959324636,23425.69,Tractor,International,RVS UTC Central US RGN,Ready,2009,371980,8600,Manual,CUMM,Diesel,171,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,BLACK,Northeastern US,Retail,Baltimore DC,9,40000,12000,425,1800,850000,IN LINE
1080,Q2,2020,NEW,26960,26500,0.982937686,25763.57,Tractor,International,RVS UTC EAST REGION,Ready,2009,327001,8600,Manual,CUMM,Diesel,171,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,BLACK,Northeastern US,Retail,Baltimore DC,9,40000,12000,425,1800,850000,IN LINE
1081,Q2,2020,NEW,24221,17000,0.701870278,23582.68,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2010,714283,COLUMBIA 120,Manual,DETR,Diesel,229,3.58,3,10,295/75R22.5 14P R287,295/75R 22.5 M726EL,GREEN,Central US,Retail,Chicago,8,40000,12000,470,2100,850000,IN LINE
1082,Q2,2020,NEW,19252,23900,1.241429462,15564.71,Truck,International,RVS UTC Western US REGION,Validated,2009,174897,4300,Auto,INTL,Diesel,217,6.17,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Modesto,9,17500,10000,210,2300,240000,IN LINE
1084,Q2,2020,NEW,15901,13300,0.836425382,15621.72,Truck,International,RVS UTC Western US REGION,Validated,2009,159742,4300,Auto,INTL,Diesel,254,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Seattle,9,21000,12000,255,2600,280000,IN LINE
1085,Q2,2020,NEW,16690,16015,0.959556621,16411.05,Truck,International,RVS UTC Western US REGION,Validated,2009,128795,4300,Auto,INTL,Diesel,254,5.57,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Seattle,9,21000,12000,255,2600,280000,IN LINE
1086,Q2,2020,NEW,24213,20500,0.846652625,21244.9,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2009,394363,COLUMBIA 120,Manual,DETR,Diesel,174,3.73,3,10,295/75R22.5 R260F,445/50R 22.5 M835,WHITE,Northeastern US,Retail,Providence,9,40000,12000,455,1800,850000,IN LINE
1087,Q2,2020,NEW,22746,21250,0.934230194,21523.2,Truck,Freightliner,RVS UTC EAST REGION,Validated,2011,280932,M2 106,Auto Shift,CUMM,Diesel,270,4.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Columbia,7,17500,10000,240,2300,240000,IN LINE
1088,Q2,2020,NEW,38100,29500,0.774278215,26803.45,Truck,Freightliner,RVS UTC Western US REGION,Ready,2009,188008,M2 106,Auto,CUMM,Diesel,290,5.86,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Pueblo,9,21000,10000,240,2600,280000,IN LINE
1089,Q2,2020,NEW,24308,19500,0.802205035,23544.78,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2009,531387,COLUMBIA 120,Auto Shift,DETR,Diesel,174,2.64,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Tampa,9,40000,12000,455,1800,850000,IN LINE
