,Sale_Price,List_Price,Pct_of_List,Book_Value,Model_Year,Odometer,Wheelbase_Size,Gear_Ratio,Num_Axles,Num_Wheels,Rear_Axle_Weight,front_axle_wt,Horsepower,Engine_RPM,eng_est_life
3315,17658,8500.0,0.481368218,39229.96,2012.0,596535.0,230,3.36,3.0,10.0,40000.0,13300.0,455.0,1800.0,850000.0
3316,38769,38769.0,1.0,35404.02,2012.0,174354.0,270,4.88,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3317,31079,20000.0,0.643521349,30581.94,2012.0,525702.0,179,3.7,3.0,6.0,40000.0,12000.0,410.0,1800.0,750000.0
3318,21228,19500.0,0.918598078,18134.98,2011.0,140443.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3319,22141,11250.0,0.508107132,18418.2,2011.0,122172.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3320,13999,12750.0,0.910779341,13649.84,2013.0,341447.0,146,3.58,2.0,6.0,23000.0,12000.0,390.0,1700.0,700000.0
3321,36527,31500.0,0.862375777,36247.97,2012.0,312758.0,300,3.55,3.0,10.0,40000.0,14700.0,300.0,2000.0,280000.0
3322,19995,5500.0,0.275068767,16871.33,2012.0,170986.0,146,3.58,2.0,6.0,23000.0,12000.0,330.0,1700.0,700000.0
3323,25000,3000.0,0.12,17482.99,2012.0,555813.0,175,3.36,3.0,10.0,40000.0,12000.0,410.0,1700.0,850000.0
3324,22000,13000.0,0.590909091,43136.04,2012.0,239048.0,232,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3325,12937,4500.0,0.34783953,7375.7,2008.0,105367.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3326,40243,43243.0,1.074547126,34504.55,2012.0,75002.0,205,3.9,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3327,23832,22800.0,0.956696878,21453.25,2012.0,118368.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
3328,20652,11500.0,0.556846795,9328.54,2009.0,292033.0,218,5.86,2.0,6.0,21000.0,10000.0,220.0,2600.0,240000.0
3329,32670,12500.0,0.382614019,48875.64,2012.0,2556015.0,116,7.17,2.0,6.0,30000.0,12000.0,200.0,2300.0,300000.0
3330,32970,12500.0,0.379132545,49608.04,2012.0,1075410.0,116,7.17,2.0,6.0,30000.0,12000.0,200.0,2300.0,300000.0
3331,29499,29463.0,0.99877962,29149.65,2012.0,658371.0,175,2.47,3.0,10.0,40000.0,13300.0,450.0,1800.0,850000.0
3332,39905,36000.0,0.902142589,28784.54,2009.0,488800.0,276,3.73,2.0,10.0,40000.0,14700.0,425.0,1800.0,450000.0
3333,36348,35800.0,0.984923517,28192.72,2011.0,239022.0,270,4.88,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3334,30331,29000.0,0.956117504,28701.08,2012.0,297128.0,270,4.88,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3335,40862,40000.0,0.978904606,36782.79,2012.0,171277.0,270,4.88,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3336,40679,33000.0,0.811229381,40299.08,2012.0,177363.0,270,4.88,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3337,20392,14500.0,0.711063162,20012.74,2011.0,260085.0,217,5.29,2.0,6.0,19000.0,10000.0,230.0,2300.0,240000.0
3338,26265,25765.0,0.980963259,21139.24,2011.0,131180.0,272,6.43,2.0,6.0,19000.0,10000.0,215.0,2600.0,240000.0
3340,13271,7500.0,0.565142039,12734.35,2010.0,188735.0,170,3.92,2.0,4.0,5356.0,3970.0,154.0,1400.0,200000.0
3341,14825,8500.0,0.573355818,14545.28,2010.0,204505.0,170,3.92,2.0,4.0,5356.0,3970.0,154.0,1400.0,200000.0
3342,33732,25000.0,0.741136013,19165.23,2011.0,188411.0,185,0.0,3.0,10.0,40000.0,12000.0,470.0,1700.0,850000.0
3343,26162,25000.0,0.955584435,24678.82,2011.0,536274.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3344,23405,22500.0,0.961333049,22376.13,2011.0,628176.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3345,26682,28000.0,1.049396597,23171.06,2011.0,305436.0,175,3.73,3.0,10.0,40000.0,12000.0,400.0,1800.0,850000.0
3346,29670,29670.0,1.0,19085.39,2011.0,505832.0,213,3.58,3.0,10.0,40000.0,12350.0,450.0,1800.0,850000.0
3347,24292,18750.0,0.771859048,23528.93,2011.0,446031.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3348,30315,28000.0,0.923635164,24950.72,2011.0,359262.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3349,23979,22550.0,0.940406189,22933.84,2011.0,464456.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3350,14122,14500.0,1.026766747,23198.84,2011.0,854500.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3351,21539,21905.0,1.016992432,22990.56,2011.0,563665.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3352,10999,10999.0,1.0,10462.4,2011.0,302629.0,152,3.91,2.0,6.0,23000.0,12000.0,330.0,1900.0,700000.0
3353,21947,16000.0,0.729029025,18709.0,2011.0,219304.0,217,3.9,2.0,6.0,21000.0,12000.0,230.0,2300.0,280000.0
3354,20756,19750.0,0.951532087,23497.39,2011.0,594363.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3355,28991,31991.0,1.10348039,23727.16,2011.0,425463.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3356,19997,15000.0,0.750112517,19647.1,2011.0,657439.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3357,21590,17000.0,0.787401575,17361.34,2011.0,190260.0,217,3.9,2.0,6.0,21000.0,12000.0,230.0,2300.0,240000.0
3358,10999,10000.0,0.909173561,10649.41,2011.0,130000.0,158,4.63,2.0,6.0,21000.0,12000.0,310.0,2200.0,700000.0
3359,10999,10000.0,0.909173561,10649.54,2011.0,129781.0,158,4.63,2.0,6.0,21000.0,12000.0,310.0,2200.0,700000.0
3360,25633,24905.0,0.971599111,18368.56,2011.0,553897.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3361,22791,21000.0,0.921416349,17018.4,2011.0,648638.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3362,18309,19000.0,1.037741002,17427.78,2011.0,690324.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3363,18762,18000.0,0.959385993,17868.16,2011.0,672560.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3364,29502,22250.0,0.754186157,22920.09,2011.0,399924.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3365,19995,25000.0,1.250312578,17612.1,2011.0,480114.0,185,0.0,3.0,10.0,40000.0,12000.0,470.0,1700.0,850000.0
3366,19995,25000.0,1.250312578,19125.48,2011.0,471605.0,185,0.0,3.0,10.0,40000.0,12000.0,470.0,1700.0,850000.0
3367,25472,17800.0,0.698806533,22286.32,2009.0,115558.0,132,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3368,36019,37900.0,1.052222438,24812.32,2011.0,124616.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3369,16247,16247.0,1.0,15967.58,2011.0,158705.0,170,3.92,2.0,4.0,5360.0,3970.0,188.0,3800.0,200000.0
3370,10999,11000.0,1.000090917,10319.08,2011.0,268426.0,146,3.42,2.0,6.0,23000.0,12000.0,410.0,1700.0,700000.0
3371,27751,26500.0,0.954920543,29484.95,2011.0,145022.0,272,5.13,2.0,6.0,19000.0,10000.0,230.0,2200.0,240000.0
3372,29432,26500.0,0.900380538,17488.68,2012.0,236230.0,272,4.88,3.0,10.0,40000.0,12000.0,310.0,2000.0,280000.0
3373,24842,23500.0,0.945978585,27322.41,2011.0,224855.0,236,5.57,2.0,6.0,21000.0,12000.0,245.0,2200.0,280000.0
3375,32228,29485.0,0.914887675,31878.47,2012.0,567400.0,185,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,750000.0
3376,27492,20000.0,0.727484359,26978.18,2012.0,121857.0,205,5.57,2.0,6.0,19000.0,10000.0,230.0,2200.0,240000.0
3377,38221,19500.0,0.510190733,29702.14,2012.0,108649.0,200,3.9,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3378,14868,6500.0,0.437180522,14518.46,2008.0,525197.0,164,3.91,2.0,6.0,23000.0,12000.0,350.0,1900.0,700000.0
3379,11999,11000.0,0.916743062,24208.99,2012.0,327674.0,152,3.58,2.0,6.0,23000.0,12000.0,330.0,1700.0,700000.0
3380,44400,41000.0,0.923423423,27434.6,2012.0,80662.0,265,5.57,2.0,6.0,17500.0,10000.0,220.0,2300.0,240000.0
3381,6195,3500.0,0.564971751,6944.94,2010.0,108348.0,114,4.2,2.0,4.0,2832.0,2480.0,136.0,6000.0,120000.0
3382,26258,13500.0,0.514129027,19308.29,2012.0,176948.0,254,4.11,2.0,6.0,21000.0,12000.0,245.0,2200.0,280000.0
3383,38929,37405.0,0.960851807,26934.63,2012.0,128477.0,280,5.29,2.0,6.0,21000.0,12000.0,280.0,2300.0,280000.0
3384,24900,23461.0,0.942208835,17944.21,2012.0,112480.0,189,4.3,2.0,6.0,12000.0,7000.0,390.0,2800.0,240000.0
3385,37208,25000.0,0.671898516,19124.78,2012.0,364616.0,175,3.36,3.0,10.0,40000.0,12000.0,410.0,1700.0,850000.0
3386,24140,18000.0,0.745650373,23761.4,2012.0,147883.0,205,5.57,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
3387,39380,25500.0,0.647536821,36824.83,2012.0,256003.0,174,3.36,3.0,10.0,40000.0,12000.0,405.0,2100.0,850000.0
3388,34351,31499.0,0.916974761,27691.53,2012.0,76744.0,109,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3389,24366,12500.0,0.513009932,21587.41,2012.0,230838.0,175,4.11,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
3390,26463,13500.0,0.510146242,17091.19,2012.0,168893.0,236,4.11,2.0,6.0,21000.0,12000.0,230.0,2200.0,280000.0
3392,36451,18500.0,0.507530658,34672.37,2012.0,202740.0,270,5.29,2.0,6.0,21000.0,12000.0,280.0,2300.0,280000.0
3393,44900,40000.0,0.890868597,27515.03,2012.0,174974.0,270,3.9,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3394,31418,20500.0,0.652492202,31068.56,2012.0,627735.0,170,3.58,3.0,10.0,40000.0,12000.0,435.0,1800.0,850000.0
3395,21009,18500.0,0.880574992,19879.82,2012.0,322169.0,247,3.9,2.0,6.0,21000.0,12000.0,280.0,2300.0,280000.0
3396,9001,3500.0,0.388845684,15234.56,2011.0,144950.0,151,5.12,2.0,6.0,11020.0,6830.0,150.0,2800.0,200000.0
3397,23804,25804.0,1.084019493,22524.5,2012.0,118926.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
3398,26929,23000.0,0.854097813,23193.0,2012.0,56415.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
3399,25735,25805.0,1.002720031,21290.03,2012.0,632437.0,183,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3400,59500,45000.0,0.756302521,59220.75,2013.0,211250.0,256,3.9,3.0,10.0,46000.0,18000.0,410.0,1700.0,450000.0
3401,27511,26500.0,0.963251063,15584.48,2012.0,323156.0,270,3.9,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3402,15250,10000.0,0.655737705,32838.23,2012.0,595032.0,213,3.55,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
3403,13686,4500.0,0.328803157,18561.35,2012.0,265134.0,175,5.57,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
3404,16560,9500.0,0.573671498,16281.52,2011.0,180909.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3405,13999,12750.0,0.910779341,13649.16,2013.0,218953.0,146,3.58,2.0,6.0,23000.0,12000.0,330.0,1700.0,700000.0
3406,13999,12750.0,0.910779341,13649.92,2013.0,303521.0,146,3.58,2.0,6.0,23000.0,12000.0,330.0,1700.0,700000.0
3407,21551,11000.0,0.51041715,18422.77,2011.0,133970.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3408,49500,44550.0,0.9,38525.36,2012.0,872375.0,116,7.83,2.0,6.0,30000.0,12000.0,173.0,2200.0,700000.0
3409,21429,11250.0,0.5249895,18451.81,2011.0,136420.0,150,4.55,2.0,6.0,9880.0,6830.0,205.0,2400.0,200000.0
3410,23290,4500.0,0.193215973,22911.06,2012.0,145390.0,187,4.63,2.0,6.0,17500.0,8000.0,240.0,2600.0,240000.0
3411,19995,25000.0,1.250312578,18164.22,2012.0,441509.0,230,0.0,2.0,6.0,40000.0,12350.0,450.0,1700.0,850000.0
3412,31012,24000.0,0.773893977,16179.86,2012.0,298126.0,200,5.29,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3413,25248,21010.0,0.83214512,13675.0,2012.0,303266.0,200,5.29,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3414,34646,23500.0,0.67828898,33917.78,2012.0,486788.0,175,2.64,3.0,10.0,40000.0,12000.0,488.0,1800.0,850000.0
3415,21125,16000.0,0.75739645,17958.02,2011.0,142500.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3416,11999,11000.0,0.916743062,11289.06,2012.0,358271.0,146,3.42,2.0,6.0,23000.0,12000.0,410.0,1700.0,700000.0
3417,16289,15500.0,0.951562404,15910.24,2011.0,283241.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3418,26902,26902.0,1.0,22706.06,2011.0,187499.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3419,26400,20000.0,0.757575758,26020.98,2011.0,198032.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3420,34277,28500.0,0.83146133,26616.81,2011.0,550469.0,216,3.58,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3421,26649,23000.0,0.863071785,21282.53,2011.0,520028.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3422,25201,24206.0,0.96051744,21684.75,2011.0,568284.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3423,30731,23250.0,0.756565032,22261.37,2011.0,338435.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3425,29476,22250.0,0.754851405,22011.88,2011.0,401222.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3426,25609,24328.0,0.949978523,21445.75,2011.0,368555.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3427,23522,23522.0,1.0,22425.95,2011.0,485888.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3428,29030,22000.0,0.757836721,21959.55,2011.0,423476.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3429,10999,10500.0,0.954632239,10319.37,2011.0,66527.0,152,3.58,2.0,6.0,23000.0,12000.0,430.0,1900.0,700000.0
3430,10999,10999.0,1.0,10319.48,2011.0,311721.0,152,3.58,2.0,6.0,23000.0,12000.0,330.0,1900.0,700000.0
3431,10999,10000.0,0.909173561,10319.26,2011.0,297600.0,152,3.58,2.0,6.0,23000.0,12000.0,430.0,1900.0,700000.0
3432,17896,17896.0,1.0,12469.22,2010.0,164107.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3433,15706,16079.0,1.023748886,14784.98,2010.0,184131.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3434,11146,10150.0,0.910640589,12293.22,2010.0,207688.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3435,15912,15912.0,1.0,12790.92,2010.0,155512.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3436,15568,15570.0,1.000128469,12643.07,2010.0,185378.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3437,19914,10000.0,0.502159285,14467.57,2010.0,136713.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3438,18384,14945.0,0.812935161,13197.92,2010.0,159021.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3439,32525,22000.0,0.676402767,19925.71,2010.0,134499.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3440,32301,19500.0,0.60369648,21041.75,2010.0,118982.0,150,4.77,2.0,6.0,14550.0,6830.0,205.0,2600.0,200000.0
3441,28110,23501.0,0.836036998,26945.43,2011.0,538000.0,184,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3442,29278,19250.0,0.657490266,28167.03,2011.0,499074.0,184,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3443,28438,28000.0,0.984598073,20911.6,2011.0,453110.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3444,31388,29820.0,0.950044603,23005.78,2011.0,305596.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3445,28203,26300.0,0.932524909,20644.3,2011.0,464836.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3446,26538,25211.0,0.949996232,21031.53,2011.0,313918.0,185,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3447,26456,20000.0,0.75597218,19132.95,2010.0,252222.0,235,0.0,2.0,6.0,19000.0,10000.0,220.0,2500.0,280000.0
3448,39224,4500.0,0.114725678,28825.3,2011.0,357524.0,236,3.9,3.0,10.0,40000.0,12000.0,285.0,2300.0,280000.0
3449,22780,19995.0,0.877743635,16820.02,2011.0,213312.0,236,4.33,2.0,6.0,21000.0,12000.0,255.0,2400.0,280000.0
3451,24711,23500.0,0.950993485,23988.18,2011.0,180940.0,254,5.29,2.0,6.0,19000.0,10000.0,230.0,2300.0,240000.0
3452,19810,15490.0,0.781928319,19431.24,2011.0,236929.0,217,5.29,2.0,6.0,19000.0,10000.0,230.0,2300.0,240000.0
3453,22099,12250.0,0.554323725,21720.59,2011.0,240004.0,217,5.29,2.0,6.0,19000.0,10000.0,230.0,2300.0,240000.0
3457,18063,20368.0,1.127608924,17194.53,2010.0,204963.0,209,5.57,2.0,6.0,21000.0,12000.0,255.0,2400.0,280000.0
3458,14949,15000.0,1.003411599,12761.49,2010.0,609179.0,172,3.73,2.0,6.0,23000.0,12000.0,425.0,1800.0,700000.0
3459,38689,40411.0,1.044508775,22415.48,2010.0,442942.0,216,3.58,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3461,27777,25000.0,0.900025201,27427.43,2010.0,311140.0,164,3.9,3.0,10.0,40000.0,12000.0,350.0,1900.0,850000.0
3462,20994,19133.0,0.911355625,20035.4,2010.0,518375.0,179,3.73,2.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3463,13780,13780.0,1.0,12645.0,2010.0,193483.0,152,3.91,2.0,6.0,23000.0,12000.0,370.0,1800.0,700000.0
3464,13780,13780.0,1.0,12415.81,2010.0,120775.0,152,3.91,2.0,6.0,23000.0,12000.0,370.0,1800.0,700000.0
3465,19590,17250.0,0.880551302,18671.72,2010.0,540063.0,175,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3466,29596,16250.0,0.549060684,21407.28,2010.0,314312.0,256,3.73,3.0,10.0,40000.0,12000.0,300.0,2000.0,280000.0
3467,25356,25356.0,1.0,22233.71,2010.0,529791.0,174,3.58,2.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3468,35176,33000.0,0.938139641,20668.23,2011.0,177462.0,280,4.63,2.0,6.0,21000.0,12000.0,260.0,2200.0,280000.0
3469,32451,21000.0,0.647129518,31257.41,2011.0,402433.0,180,3.58,2.0,10.0,20000.0,12000.0,455.0,1800.0,850000.0
3470,25578,23405.0,0.915044179,25228.27,2011.0,505277.0,180,3.58,2.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3471,28963,31963.0,1.10358043,23437.79,2010.0,276835.0,175,3.73,3.0,10.0,40000.0,12000.0,400.0,1800.0,850000.0
3472,22500,24185.0,1.074888889,22150.77,2010.0,262908.0,162,3.91,2.0,6.0,23000.0,12000.0,350.0,1900.0,700000.0
3473,10999,2500.0,0.22729339,10649.58,2011.0,337245.0,152,3.91,2.0,6.0,23000.0,12000.0,370.0,1900.0,700000.0
3474,27247,20000.0,0.734025764,11016.0,2011.0,355063.0,186,4.88,2.0,6.0,21000.0,12000.0,260.0,2200.0,280000.0
3475,18864,21905.0,1.161206531,21507.57,2010.0,365288.0,172,3.73,2.0,6.0,23000.0,12000.0,425.0,1800.0,700000.0
3476,34492,36405.0,1.055462136,30086.6,2011.0,300414.0,188,3.73,2.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3477,21835,21000.0,0.961758644,19429.21,2011.0,281409.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3478,18444,16600.0,0.900021687,20023.46,2011.0,269676.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3479,20414,18375.0,0.900117566,19633.72,2011.0,254218.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3480,23460,22900.0,0.976129582,19868.47,2011.0,230333.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3481,23641,22250.0,0.941161541,19437.38,2011.0,227249.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3482,22378,11500.0,0.513897578,19068.99,2011.0,239220.0,272,5.57,2.0,6.0,21000.0,12000.0,255.0,2600.0,280000.0
3483,21505,18500.0,0.860265055,18555.19,2011.0,239503.0,272,5.57,2.0,6.0,21000.0,12000.0,255.0,2600.0,280000.0
3484,28221,27800.0,0.985082031,22386.39,2011.0,176608.0,272,5.57,2.0,6.0,21000.0,12000.0,255.0,2600.0,280000.0
3485,23290,13600.0,0.583941606,17520.1,2011.0,176819.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3486,10875,5000.0,0.459770115,21701.32,2011.0,286828.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3487,26477,23000.0,0.868678476,19214.67,2011.0,192650.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3488,8472,6000.0,0.708215298,19786.92,2011.0,303428.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3489,19113,19113.0,1.0,20025.82,2011.0,264417.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3490,27327,15000.0,0.548907674,20603.29,2011.0,198493.0,272,6.14,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
3491,7840,1100.0,0.140306122,4804.38,2007.0,95333.0,138,4.09,2.0,4.0,6340.0,4600.0,325.0,3300.0,120000.0
3492,15424,8105.0,0.525479772,3406.88,2007.0,156000.0,150,5.12,2.0,6.0,11020.0,6830.0,190.0,2600.0,200000.0
3493,22051,20500.0,0.929663054,4964.9,2007.0,163067.0,150,5.12,2.0,6.0,11020.0,6830.0,190.0,2600.0,200000.0
3494,18195,17945.0,0.986259962,17065.92,2011.0,126871.0,132,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3495,19995,25000.0,1.250312578,19645.36,2012.0,258245.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
3496,51150,48500.0,0.948191593,33524.69,2012.0,90014.0,300,3.9,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3497,28255,31255.0,1.106175898,15487.18,2007.0,384769.0,189,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,700000.0
3498,40144,43144.0,1.074730969,27454.78,2011.0,111864.0,236,3.9,2.0,6.0,17500.0,10000.0,200.0,2300.0,240000.0
3499,31136,28500.0,0.915339157,20435.41,2007.0,455700.0,169,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,700000.0
3500,31306,28500.0,0.910368619,20201.21,2007.0,447195.0,169,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,700000.0
3501,37400,35000.0,0.935828877,12633.92,2012.0,108879.0,215,4.88,2.0,6.0,19000.0,10000.0,240.0,2300.0,240000.0
3502,18881,21705.0,1.149568349,12855.74,2007.0,779550.0,169,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,700000.0
3503,20927,11000.0,0.525636737,18973.15,2011.0,146464.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3504,22210,13000.0,0.585321927,18986.95,2011.0,120809.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3505,25239,18000.0,0.71318198,24860.75,2012.0,201907.0,205,5.57,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
3506,20925,17900.0,0.855436081,19646.26,2011.0,146490.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3507,20133,20133.0,1.0,5270.15,2008.0,244750.0,234,5.57,2.0,6.0,21000.0,10000.0,210.0,2600.0,240000.0
3509,18797,18797.0,1.0,5869.12,2008.0,263078.0,270,5.57,2.0,6.0,21000.0,10000.0,210.0,2600.0,240000.0
3510,21508,19500.0,0.90663939,17918.61,2011.0,134839.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3511,16212,15961.0,0.984517641,15932.09,2011.0,167152.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
3512,31960,17500.0,0.547559449,31681.66,2012.0,158232.0,272,5.13,2.0,6.0,19000.0,10000.0,230.0,2200.0,280000.0
3513,20093,18495.0,0.920469815,8964.86,2008.0,73136.0,150,5.12,2.0,6.0,11020.0,6830.0,190.0,2600.0,200000.0
3514,10999,10000.0,0.909173561,10318.88,2011.0,200212.0,146,3.42,2.0,6.0,23000.0,12000.0,410.0,1700.0,700000.0
3515,25000,23000.0,0.92,23177.26,2009.0,424992.0,169,3.73,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
3516,29835,31835.0,1.067035361,24107.3,2009.0,283242.0,184,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3517,28210,24000.0,0.850762141,25846.59,2009.0,364520.0,184,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
3518,37069,35000.0,0.944185168,26829.81,2011.0,227130.0,270,4.88,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
3519,22206,22705.0,1.022471404,21531.18,2009.0,501480.0,171,3.73,3.0,10.0,40000.0,12000.0,385.0,1800.0,850000.0
3520,19764,25000.0,1.264926128,22356.99,2009.0,682867.0,184,2.64,3.0,10.0,40000.0,12000.0,425.0,1800.0,850000.0
3521,21000,18500.0,0.880952381,16557.12,2009.0,247785.0,152,3.73,2.0,6.0,23000.0,12000.0,385.0,1800.0,700000.0
3522,21000,18500.0,0.880952381,16485.83,2009.0,226398.0,152,3.73,2.0,6.0,23000.0,12000.0,385.0,1800.0,700000.0
